section,key,location,parent,size_thousands,share_percent,source,confidence,note
global_culture,antq_helveconan,,world,16.304,0.007,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_manimian,,world,16.244,0.007,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_altai_kulay,,world,16.010,0.007,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_taexalian,,world,15.911,0.007,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lugian,,world,15.897,0.007,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_yarlung_agropastoral,,world,15.741,0.007,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_bastarnian,,world,15.646,0.007,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_irish_brigantian,,world,14.922,0.006,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_post_nok,,world,14.917,0.006,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_coriondian,,world,14.647,0.006,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_northern_okjeo_tuanjie,,world,14.146,0.006,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_danhuan_oasis,,world,13.544,0.006,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_kulay,,world,13.510,0.006,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_sibinian,,world,12.716,0.006,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_mudan_basin_iron_age,,world,12.538,0.005,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ganganian,,world,11.627,0.005,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_harian,,world,11.389,0.005,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lemovian,,world,11.281,0.005,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_central_luzon_river,,world,11.163,0.005,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_peucinian,,world,11.063,0.005,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lower_oueme,,world,10.801,0.005,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_niah_brunei_bay,,world,10.731,0.005,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_maldivian_maritime,,world,10.634,0.005,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_upper_irrawaddy_corridor,,world,10.568,0.005,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_algonquian,,world,10.031,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_autinian,,world,9.479,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_inuit_dorset,,world,9.431,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_vacomagian,,world,9.314,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_bicol_peninsula_metal_age,,world,9.292,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_negros_metal_age,,world,9.030,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_panay_metal_age,,world,8.766,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_kapuas_melawi,,world,8.735,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_air_massif,,world,8.601,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_eudusian,,world,8.467,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_north_halmahera_metal_age,,world,8.324,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_rajang_sarawak,,world,8.324,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_nsukka_lejja,,world,8.196,0.004,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_zumian,,world,8.027,0.003,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_naharvalian,,world,7.391,0.003,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_northwest_luzon_coast,,world,7.250,0.003,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_sitonian,,world,7.225,0.003,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_reudignian,,world,7.093,0.003,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_changtang_pastoral,,world,6.544,0.003,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_central_south_borneo,,world,6.541,0.003,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_khoisan,,world,6.503,0.003,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_mahakam_river,,world,6.344,0.003,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_glyadenovo,,world,6.278,0.003,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ryukyu_shell_midden,,world,6.175,0.003,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_west_borneo_coastal,,world,5.976,0.003,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_cebu_bohol_island,,world,5.713,0.002,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_decantian,,world,4.958,0.002,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_kara_abyz,,world,4.950,0.002,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_northeast_borneo_river_sea,,world,4.836,0.002,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_sakhalin_paleometal,,world,4.797,0.002,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_nagnatan,,world,4.628,0.002,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_velabrian,,world,4.623,0.002,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_erdinian,,world,4.573,0.002,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_loulan_oasis,,world,4.430,0.002,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_rhobogdian,,world,4.359,0.002,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_finnic_culture,,world,4.000,0.002,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_kinabatangan_sabah,,world,3.867,0.002,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_pulangi_cotabato_basin,,world,3.277,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_south_halmahera_metal_age,,world,3.029,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_pidzh,,world,2.961,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_zamboanga_peninsula,,world,2.345,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_sangkulirang_karst,,world,2.155,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_british_lugian,,world,2.099,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_vennicnian,,world,2.070,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_deceanglian,,world,1.961,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_sulu_island,,world,1.909,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_northern_cornavian,,world,1.782,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_carnonacan,,world,1.692,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_late_kargopol,,world,1.660,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_agusan_river,,world,1.599,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_mindoro_maritime,,world,1.402,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_tes_tashtyk,,world,1.189,0.001,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ladoga_iron_age,,world,1.071,0.000,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_palawan_cave_coast,,world,0.964,0.000,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lanao_coast_lake,,world,0.932,0.000,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_caerenian,,world,0.863,0.000,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_tungusic,,world,0.854,0.000,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_creonian,,world,0.834,0.000,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_smertian,,world,0.715,0.000,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_maitum_sarangani,,world,0.649,0.000,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_late_belomorye,,world,0.400,0.000,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_dzhudzhydyag,,world,0.394,0.000,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_fennian,,world,0.051,0.000,generated-cross-table,audit,Generated AD 1 base-pop total
top_location,01,rome,antq_latin,1000.000,0.435,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,02,jingzhao,antq_qin_han,650.000,0.283,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,03,alexandria,antq_egyptian,500.000,0.217,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,04,baghdad,antq_aramaic,350.000,0.152,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,05,luoyang,antq_zhongyuan_han,350.000,0.152,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,06,chengdu,antq_shu_han,300.000,0.130,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,07,patna,antq_magadhi_prakrit,300.000,0.130,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,08,antioch,antq_greek_koine,220.000,0.096,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,09,ayasuluk,antq_aeolian,180.000,0.078,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,10,tunis,antq_phoenician_punic,180.000,0.078,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,11,naples,antq_latin,160.000,0.070,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,12,cairo,antq_egyptian,130.000,0.057,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,13,anuradhapura,antq_sinhala,120.000,0.052,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,14,bergama,antq_greek_koine,100.000,0.043,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,15,jerusalem,antq_judean,100.000,0.043,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,16,panyu,antq_lingnan_yue,100.000,0.043,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,17,attock,antq_gandhari,80.000,0.035,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,18,caserta,antq_latin,80.000,0.035,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,19,merv,antq_sogdian,80.000,0.035,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
top_location,20,samarkand,antq_sogdian,80.000,0.035,generated-ranking,audit,Top 20 generated game locations after fixed targets and residual cap
city_target,Roma,rome,primary,1000.000,0.435,HANSON-ORTMAN;CEHGRW;CAH-XI,contested,Augustan metropolis target replaces the inherited medieval density weight
city_target,Alexandria,alexandria,primary,500.000,0.217,HANSON-ORTMAN;CEHGRW;CAH-XI,contested,Egyptian metropolis target
city_target,Antiochia,antioch,primary,220.000,0.096,HANSON-ORTMAN;CEHGRW;CAH-XI,contested,Syrian metropolis target
city_target,Carthago,tunis,proxy,180.000,0.078,HANSON-ORTMAN;CEHGRW;PLE,contested,Reviewed geographic proxy rather than a claim about the modern city
city_target,Ephesus,ayasuluk,proxy,180.000,0.078,HANSON-ORTMAN;CAH-XI;UNESCO-EPH,contested,Provincial metropolis and port target
city_target,Pergamum,bergama,primary,100.000,0.043,HANSON-ORTMAN;CAH-XI;PLE:550812,contested,Major Attalid and Roman civic centre
city_target,Capua,caserta,proxy,80.000,0.035,CAH-XI;PLE;P12.4,contested,Installed map lacks a Capua key so the nearest controlled field carries the demographic allocation only
city_target,Neapolis,naples,primary,160.000,0.070,CAH-XI;PLE;P12.4,contested,Game field aggregates two distinct Campanian cities and their coastal hinterlands
city_target,Puteoli,naples,subsumed,160.000,0.070,CAH-XI;PLE;P12.4,contested,Audited separately but subsumed into the Neapolis game-location target
city_target,Mediolanum,milano,primary,70.000,0.030,CAH-XI;PLE:383706;P12.4,contested,Important Cisalpine centre below its later imperial peak
city_target,Athenae,athens,primary,60.000,0.026,CAH-XI;PLE;P12.4,contested,Classical centre at a reduced early-imperial scale
city_target,Corinthus,corinth,primary,70.000,0.030,CAH-XI;PLE;P12.4,contested,Roman colony and isthmian exchange centre
city_target,Hierosolyma,jerusalem,primary,100.000,0.043,CAH-XI;OCD;PLE,contested,Second Temple metropolis target
city_target,Seleucia_Ctesiphon,baghdad,proxy,350.000,0.152,CAH-XI;OCD;PLE,contested,Baghdad field represents the Seleucia Ctesiphon urban complex
city_target,Babylon,hillah,proxy,40.000,0.017,CAH-XI;OCD;PLE,contested,Reduced but inhabited Babylonian centre
city_target,Merv,merv,primary,80.000,0.035,CAH-XI;CHG;PLE,contested,Margian oasis centre
city_target,Taxila,attock,proxy,80.000,0.035,IRAN-GANDHARA;CAH-XI;PLE,contested,Distant installed proxy is retained explicitly
city_target,Pataliputra,patna,primary,300.000,0.130,CAH-XI;P8.4;PLE,contested,Major Gangetic metropolis
city_target,Changan,jingzhao,primary,650.000,0.283,BHR;WILEY-CHANGAN;CHG,contested,Game target distinguishes the city from the wider registered metropolitan territory
city_target,Luoyang,luoyang,primary,350.000,0.152,BHR;CAH-XI;CHG,contested,Major Western Han secondary centre below its later Eastern Han peak
city_target,Memphis,cairo,proxy,130.000,0.057,CAH-XI;OCD;PLE,contested,Ancient Memphis allocation does not identify modern Cairo with the city
city_target,Edessa,urfa,primary,70.000,0.030,CAH-XI;OCD;PLE,contested,Cap prevents the inherited medieval field from dominating the region
city_target,Emesa,homs,primary,60.000,0.026,CAH-XI;OCD;PLE,contested,Game field target is broader than Emesa proper
city_target,Palmyra,homs,subsumed,60.000,0.026,CAH-XI;OCD;PLE,contested,Audited separately but subsumed into the Homs game-location target
city_target,Byzantium,constantinople,primary,45.000,0.020,CAH-XI;OCD;PLE,contested,AD 1 scale remains far below Constantinople
city_target,Lugdunum,lyon,primary,70.000,0.030,CAH-XI;OCD;PLE,contested,Gallic administrative and exchange centre
city_target,Tarraco,tarragona,primary,60.000,0.026,CAH-XI;OCD;PLE,contested,Hispanic provincial centre
city_target,Corduba,cordoba,primary,60.000,0.026,CAH-XI;OCD;PLE,contested,Baetican provincial centre
city_target,Emerita_Augusta,merida,primary,50.000,0.022,CAH-XI;OCD;PLE,contested,Lusitanian provincial centre
city_target,Gades,cadiz,primary,50.000,0.022,CAH-XI;OCD;PLE,contested,Atlantic Mediterranean exchange centre
city_target,Aquileia,aquileia,primary,60.000,0.026,CAH-XI;OCD;PLE,contested,Northeastern Italian port and military centre
city_target,Chengdu,chengdu,primary,300.000,0.130,BHR;CAH-XI;CHG,contested,Major Sichuan metropolitan allocation
city_target,Panyu,panyu,primary,100.000,0.043,BHR;CAH-XI;CHG,contested,Southern Han port allocation
city_target,Marakanda,samarkand,primary,80.000,0.035,CAH-XI;CHG;PLE,contested,Sogdian oasis centre
city_target,Kashgar,kashgar,primary,50.000,0.022,IRAN-KAS;CAH-XI;CHG,contested,Western Tarim oasis centre
city_target,Kucha,kucha,primary,40.000,0.017,IRAN-KUC;CAH-XI;CHG,contested,Northern Tarim oasis centre
city_target,Anuradhapura,anuradhapura,primary,120.000,0.052,CAH-XI;P8.4;PLE,contested,Lankan capital and hydraulic centre
city_target,Barygaza,khambat,proxy,60.000,0.026,OCD-BARYGAZA;PER;PLE,contested,Port estimate is deliberately broad
city_target,Muziris,kodungallur,proxy,40.000,0.017,CAM-MUZIRIS;KER-MUZIRIS;PER,contested,Exact port location remains unresolved
city_target,Meroe,shendi,proxy,50.000,0.022,CAH-XI;P8.5;PLE,contested,Nile capital and ironworking region
city_target,Adulis,massawa,proxy,30.000,0.013,PER;CAH-XI;PLE,contested,Red Sea port allocation
city_target,Teotihuacan,azcapotzalco,proxy,60.000,0.026,INAH-TEO;UNESCO-TEO;P8.10,contested,AD 1 target represents the early urban phase rather than the later peak
city_target,Monte_Alban,zaachila,proxy,60.000,0.026,CAH-XI;P8.10,contested,Zapotec hill-city and valley support allocation
city_target,Tikal,noh_peten,proxy,35.000,0.015,CAH-XI;P8.10,contested,Preclassic urban centre target
city_target,Susa,shush,primary,70.000,0.030,CAH-XI;OCD;PLE,contested,Arsacid-period regional centre
city_target,Ecbatana,hamadan,primary,70.000,0.030,CAH-XI;OCD;PLE,contested,Arsacid-period regional centre
city_target,Petra,shoubak,proxy,40.000,0.017,CAH-XI;OCD;PLE,contested,Nabataean capital and caravan centre
