location,historical_name,layer,anchor_kind,culture,source,confidence,decision,audit_flags,note
miranda_de_ebro,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
miranda_de_i_douro,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mirande,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mirandela,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mirandola,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mirecourt,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mirepoix,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
misratah,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mistelbach,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mistretta,Amestratus,reviewed_identity,roman_identity,antq_greek_koine,PLE:462093;PLN:462093/amestratus;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 462093; AD 1 name resource 462093/amestratus.
mitilene,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mitrovica,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mittersill,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mizda,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
modena,Mutina,reviewed_direct,curated,antq_latin,PLE;ORB;P8.1,secure,reviewed_override,,Direct Roman Via Aemilia city name
modica,Mutyce,reviewed_identity,roman_identity,antq_greek_koine,PLE:462378;PLN:462378/mutyce;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 462378; AD 1 name resource 462378/mutyce.
modigliana,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
modon,Mothone,reviewed_identity,roman_identity,antq_greek_koine,PLE:570483;PLN:570483/mothone;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 570483; AD 1 name resource 570483/mothone.
mojacar,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
molina_de_aragon,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
molins,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
molyvos,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monastir,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
moncorvo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mondonedo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mondovi,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monemvasia,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monesterio,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monfort_lamaury,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monfort_sur_meu,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monforte_de_lemos,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monopoli,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mons,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monselice,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mont_de_marsan,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montaigu,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montaigut,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montalban,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montalcino,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montalegre,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montanchez,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montargis,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montauban,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montbeliard,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montblanc,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montbozon,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montbrison,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montcenis,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montefeltro,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monteleone,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montemor,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montendre,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montepeloso,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monterrey,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montflanquin,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monthey,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montiel,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montlaur,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montlucon,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montmedy,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montmorency,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montmorillon,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montpellier,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montreuil,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montreuillon,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
montreux,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monza,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monzon,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
monzon_campos,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mora_de_rubielos,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mora_portugal,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
morella,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
morgex,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
morhange,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
moron,Lucurgentum,reviewed_identity,roman_identity,antq_turdetanian,PLE:256275;PLN:256275/lucurgentum;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 256275; AD 1 name resource 256275/lucurgentum.
mortagne,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mortain,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mostar,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mount_athos,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
moura,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
moutiers,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mouzon,Mosomagus,reviewed_identity,roman_identity,antq_belgic,PLE:109183;PLN:109183/mosomagus;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 109183; AD 1 name resource 109183/mosomagus.
moya,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
msus,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mudurnu,Modra,reviewed_identity,roman_identity,antq_bithynian,PLE:845022;PLN:845022/modra;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 845022; AD 1 name resource 845022/modra.
mugla,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mula,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
murau,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
muravera,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
murcia,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
muret,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
murzzuschlag,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
mykonos,Mykonos,reviewed_identity,roman_identity,antq_greek_koine,PLE:599807;PLN:599807/mykonos;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 599807; AD 1 name resource 599807/mykonos.
mystras,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nabeul,Neapolis,reviewed_identity,roman_identity,antq_phoenician_punic,PLE:315093;PLN:315093/neapolis;R2,tier2,reviewed_override,,Pleiades explicitly associates place 315093 with this modern field; AD 1 name resource 315093/neapolis.
nafpaktos,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nafplio,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
najera,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nalli,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nalut,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
namur,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nancy,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nantes,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
naples,Neapolis,reviewed_direct,curated,antq_latin,PLE:433014,secure,reviewed_override,,Pleiades Parthenope Neapolis city point at 40.84000 14.25287; established AD 1 city form
narbonne,Narbo Martius,reviewed_direct,curated,antq_latin,PLE:246347,secure,reviewed_override,,Pleiades exact Colonia Narbo Martius city point at 43.18362 3.00420; reviewed against the installed Narbonne location
narni,Narnia,reviewed_identity,roman_identity,antq_oscan_umbrian,PLE:413225;PLN:413225/narnia;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 413225; AD 1 name resource 413225/narnia.
navalucillos,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
navia_de_suarna,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
naxos,Naxos,reviewed_identity,roman_identity,antq_greek_koine,PLE:599821;PLN:599821/naxos;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 599821; AD 1 name resource 599821/naxos.
nazilli,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nefta,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
negroponte,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nekhel,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nemours,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
neopatras,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nerac,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nesle,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
neuchatel,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
neufchateau_des_vosges,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
neufchateau_luxembourg,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nevers,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nevesinje,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nevrokop,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ngaous,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nicastro,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nice,Nicaea,reviewed_direct,curated,antq_ligurian,PLE:157894;P8.1,secure,reviewed_override,,Direct Pleiades Nicaea settlement point at the installed Nice coastal city field; this replaces the nearby but distinct inland Cemenelum adapter.
nicosiasic,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
niebla,Ilipoula,reviewed_identity,roman_identity,antq_turdulian,PLE:256221;PLN:256221/ilipoula;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 256221; AD 1 name resource 256221/ilipoula.
nikopol,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nimes,Nemausus,reviewed_direct,curated,antq_latin,PLE:148142,secure,reviewed_override,,Pleiades exact Nemausus city point at 43.84312 4.35417; reviewed against the installed Nimes location
niort,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nis,Naissus,reviewed_direct,curated,antq_latin,PLE:207303,secure,reviewed_override,,Pleiades exact Naissus settlement point at 43.31629 21.89388; reviewed against the installed Nis location
nogaro,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nogent_sur_seine,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nola,Nola,reviewed_identity,roman_identity,antq_latin,PLE:432981;PLN:432981/nola;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 432981; AD 1 name resource 432981/nola.
nonantola,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nontron,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
noto,Neaition,reviewed_identity,roman_identity,antq_greek_koine,PLE:462388;PLN:462388/neaition;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 462388; AD 1 name resource 462388/neaition.
novara,Novaria,reviewed_identity,roman_identity,antq_cisalpine_gallic,PLE:383717;PLN:383717/novaria;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 383717; AD 1 name resource 383717/novaria.
novi,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
novigrad,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
novo_brdo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
novo_mesto,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
noya,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
noyon,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nozza,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nuweiba,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
nyon,Iulia Equestris,reviewed_identity,roman_identity,antq_helvetian,PLE:177496;PLN:177496/col-iulia-equestris;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 177496; AD 1 name resource 177496/col-iulia-equestris.
obruk,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ocana,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
odemira,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ohrid,Lychnidós,reviewed_identity,roman_identity,antq_pelagonian,PLE:481900;PLN:481900/name.2013-01-09.4256986645;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 481900; AD 1 name resource 481900/name.2013-01-09.4256986645.
oitylo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
oleron,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
olite,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
oloron,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
olovo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
olvera,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
onate,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
onogost,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
orange,Arausio,reviewed_identity,roman_identity,antq_cavaric,PLE:148054;PLN:148054/col-arausio;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 148054; AD 1 name resource 148054/col-arausio.
orchimont,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
oreos,Oreos,reviewed_identity,roman_identity,antq_greek_koine,PLE:540988;PLN:540988/oreos;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 540988; AD 1 name resource 540988/oreos.
orgelet,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
orgiva,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
orihuela,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
oristano,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
orleans,Cenabum,reviewed_direct,curated,antq_latin,PLE:138281,secure,reviewed_override,,Pleiades exact Cenabum settlement point at 47.90073 1.90687; reviewed against the installed Orleans location
ornans,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
oropesa,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
orosei,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
orte,Horta,reviewed_direct,curated,antq_latin,PLE:413172;BAT-ITALY,secure,reviewed_override,,Direct ancient Horta label at the installed Orte city field; promotes the exact record above the wide proximity layer.
orthez,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
orvietano,Volsinii Veteres,reviewed_identity,roman_identity,antq_latin,PLE:413373;PLN:413373/volsinii-veteres;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 413373; AD 1 name resource 413373/volsinii-veteres.
oryahovo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
osijek,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ostend,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ostiglia,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ostrovo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
osuna,Urso,reviewed_identity,roman_identity,antq_turdetanian,PLE:256503;PLN:256503/urso;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 256503; AD 1 name resource 256503/urso.
otocac,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
oudenaarde,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ourense,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ourique,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
