key,building,tier,name,unlock_age,profile,output_multiplier,input_multiplier,source
antq_reg_shipyard_intensive,antq_reg_shipyard,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,DAR-NAVALIA;MET-ROMAN-TRADE
antq_reg_sieve_maker_maintenance,antq_reg_sieve_maker,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_sieve_maker_organized,antq_reg_sieve_maker,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_sieve_maker_intensive,antq_reg_sieve_maker,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_silk_drapery_maintenance,antq_reg_silk_drapery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;P14
antq_reg_silk_drapery_organized,antq_reg_silk_drapery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;P14
antq_reg_silk_drapery_intensive,antq_reg_silk_drapery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;P14
antq_reg_silk_loom_maintenance,antq_reg_silk_loom,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;BHR
antq_reg_silk_loom_organized,antq_reg_silk_loom,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;BHR
antq_reg_silk_loom_intensive,antq_reg_silk_loom,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;BHR
antq_reg_silverworkshop_maintenance,antq_reg_silverworkshop,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;MET-ROMAN-TRADE
antq_reg_silverworkshop_organized,antq_reg_silverworkshop,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;MET-ROMAN-TRADE
antq_reg_silverworkshop_intensive,antq_reg_silverworkshop,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;MET-ROMAN-TRADE
antq_reg_soapworks_maintenance,antq_reg_soapworks,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_soapworks_organized,antq_reg_soapworks,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_soapworks_intensive,antq_reg_soapworks,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_soy_fermentary_maintenance,antq_reg_soy_fermentary,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;P14;BHR
antq_reg_soy_fermentary_organized,antq_reg_soy_fermentary,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;P14;BHR
antq_reg_soy_fermentary_intensive,antq_reg_soy_fermentary,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;P14;BHR
antq_reg_spice_grinder_maintenance,antq_reg_spice_grinder,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;MET-ROMAN-TRADE
antq_reg_spice_grinder_organized,antq_reg_spice_grinder,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;MET-ROMAN-TRADE
antq_reg_spice_grinder_intensive,antq_reg_spice_grinder,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;MET-ROMAN-TRADE
antq_reg_spindlework_maintenance,antq_reg_spindlework,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_spindlework_organized,antq_reg_spindlework,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_spindlework_intensive,antq_reg_spindlework,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_stationer_maintenance,antq_reg_stationer,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_stationer_organized,antq_reg_stationer,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_stationer_intensive,antq_reg_stationer,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_stone_carver_maintenance,antq_reg_stone_carver,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_stone_carver_organized,antq_reg_stone_carver,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_stone_carver_intensive,antq_reg_stone_carver,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_stone_masonry_yard_maintenance,antq_reg_stone_masonry_yard,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;P14
antq_reg_stone_masonry_yard_organized,antq_reg_stone_masonry_yard,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;P14
antq_reg_stone_masonry_yard_intensive,antq_reg_stone_masonry_yard,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;P14
antq_reg_stuccoworks_maintenance,antq_reg_stuccoworks,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1
antq_reg_stuccoworks_organized,antq_reg_stuccoworks,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1
antq_reg_stuccoworks_intensive,antq_reg_stuccoworks,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1
antq_reg_tegula_kiln_maintenance,antq_reg_tegula_kiln,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_tegula_kiln_organized,antq_reg_tegula_kiln,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_tegula_kiln_intensive,antq_reg_tegula_kiln,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_tesserae_kiln_maintenance,antq_reg_tesserae_kiln,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_tesserae_kiln_organized,antq_reg_tesserae_kiln,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_tesserae_kiln_intensive,antq_reg_tesserae_kiln,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_textile_dye_finisher_maintenance,antq_reg_textile_dye_finisher,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_textile_dye_finisher_organized,antq_reg_textile_dye_finisher,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_textile_dye_finisher_intensive,antq_reg_textile_dye_finisher,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_textile_quarter_maintenance,antq_reg_textile_quarter,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_textile_quarter_organized,antq_reg_textile_quarter,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_textile_quarter_intensive,antq_reg_textile_quarter,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_tile_yard_maintenance,antq_reg_tile_yard,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1
antq_reg_tile_yard_organized,antq_reg_tile_yard,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1
antq_reg_tile_yard_intensive,antq_reg_tile_yard,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1
antq_reg_tin_smelter_maintenance,antq_reg_tin_smelter,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_tin_smelter_organized,antq_reg_tin_smelter,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_tin_smelter_intensive,antq_reg_tin_smelter,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_torchmaker_maintenance,antq_reg_torchmaker,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_torchmaker_organized,antq_reg_torchmaker,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_torchmaker_intensive,antq_reg_torchmaker,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_unguentarium_maintenance,antq_reg_unguentarium,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_unguentarium_organized,antq_reg_unguentarium,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_unguentarium_intensive,antq_reg_unguentarium,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_villa_rustica_maintenance,antq_reg_villa_rustica,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_villa_rustica_organized,antq_reg_villa_rustica,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_villa_rustica_intensive,antq_reg_villa_rustica,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_vineyard_estate_maintenance,antq_reg_vineyard_estate,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_vineyard_estate_organized,antq_reg_vineyard_estate,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_vineyard_estate_intensive,antq_reg_vineyard_estate,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_wax_workshop_maintenance,antq_reg_wax_workshop,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_wax_workshop_organized,antq_reg_wax_workshop,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_wax_workshop_intensive,antq_reg_wax_workshop,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_weapon_smith_maintenance,antq_reg_weapon_smith,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_weapon_smith_organized,antq_reg_weapon_smith,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_weapon_smith_intensive,antq_reg_weapon_smith,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_weightmaker_maintenance,antq_reg_weightmaker,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_weightmaker_organized,antq_reg_weightmaker,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_weightmaker_intensive,antq_reg_weightmaker,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_wheat_brewery_maintenance,antq_reg_wheat_brewery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;P14
antq_reg_wheat_brewery_organized,antq_reg_wheat_brewery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;P14
antq_reg_wheat_brewery_intensive,antq_reg_wheat_brewery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;P14
antq_reg_wheelwright_maintenance,antq_reg_wheelwright,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_wheelwright_organized,antq_reg_wheelwright,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_wheelwright_intensive,antq_reg_wheelwright,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_wickerwork_maintenance,antq_reg_wickerwork,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_wickerwork_organized,antq_reg_wickerwork,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_wickerwork_intensive,antq_reg_wickerwork,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_wine_press_maintenance,antq_reg_wine_press,maintenance,Established Practice,opening,shared,1.000,1.000,MET-ROMAN-TRADE
antq_reg_wine_press_organized,antq_reg_wine_press,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,MET-ROMAN-TRADE
antq_reg_wine_press_intensive,antq_reg_wine_press,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,MET-ROMAN-TRADE
antq_reg_wiredrawer_maintenance,antq_reg_wiredrawer,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_wiredrawer_organized,antq_reg_wiredrawer,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_wiredrawer_intensive,antq_reg_wiredrawer,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_wool_carder_maintenance,antq_reg_wool_carder,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_wool_carder_organized,antq_reg_wool_carder,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_wool_carder_intensive,antq_reg_wool_carder,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_wool_drapery_maintenance,antq_reg_wool_drapery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;P14
antq_reg_wool_drapery_organized,antq_reg_wool_drapery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;P14
antq_reg_wool_drapery_intensive,antq_reg_wool_drapery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;P14
antq_reg_yue_celadon_kiln_maintenance,antq_reg_yue_celadon_kiln,maintenance,Established Practice,opening,shared,1.000,1.000,MOCO-YUE-01199
antq_reg_yue_celadon_kiln_organized,antq_reg_yue_celadon_kiln,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,MOCO-YUE-01199
antq_reg_yue_celadon_kiln_intensive,antq_reg_yue_celadon_kiln,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,MOCO-YUE-01199
