region,capacity_class,resource_family,fit_class,trade_access,locations
India,open_mixed_land,orchard_or_specialty_crop,environmentally_aligned,inland,15
India,open_mixed_land,pastoral,bounded_specialty,inland,3
India,open_mixed_land,pastoral,environmentally_aligned,coastal_local,2
India,open_mixed_land,pastoral,environmentally_aligned,inland,6
India,open_mixed_land,staple_crop,environmentally_aligned,inland,21
India,wetland_or_riverine,aquatic,environmentally_aligned,coastal_local,3
India,wetland_or_riverine,aquatic,environmentally_aligned,major_harbor,2
India,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,coastal_local,4
India,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,inland,8
India,wetland_or_riverine,forest_or_gathered,broad_capacity_proxy,coastal_local,7
India,wetland_or_riverine,forest_or_gathered,broad_capacity_proxy,inland,10
India,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,coastal_local,1
India,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,inland,2
India,wetland_or_riverine,orchard_or_specialty_crop,broad_capacity_proxy,coastal_local,6
India,wetland_or_riverine,orchard_or_specialty_crop,broad_capacity_proxy,inland,3
India,wetland_or_riverine,pastoral,bounded_specialty,coastal_local,1
India,wetland_or_riverine,pastoral,bounded_specialty,inland,2
India,wetland_or_riverine,pastoral,broad_capacity_proxy,inland,2
India,wetland_or_riverine,staple_crop,environmentally_aligned,coastal_local,1
India,wetland_or_riverine,staple_crop,environmentally_aligned,inland,32
India,woodland_or_forest,aquatic,broad_capacity_proxy,inland,1
India,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,2
India,woodland_or_forest,aquatic,environmentally_aligned,major_harbor,3
India,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,coastal_access,1
India,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,inland,80
India,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,reviewed_road_corridor,1
India,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_local,5
India,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,168
India,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_local,1
India,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,89
India,woodland_or_forest,orchard_or_specialty_crop,bounded_specialty,coastal_local,1
India,woodland_or_forest,orchard_or_specialty_crop,bounded_specialty,inland,3
India,woodland_or_forest,orchard_or_specialty_crop,bounded_specialty,major_harbor,1
India,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,coastal_local,2
India,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,inland,35
India,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,major_harbor,2
India,woodland_or_forest,orchard_or_specialty_crop,source_anchored,market_anchor,1
India,woodland_or_forest,pastoral,bounded_specialty,inland,54
India,woodland_or_forest,pastoral,broad_capacity_proxy,inland,75
India,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_local,1
India,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,72
Iran,dryland_or_oasis,aquatic,environmentally_aligned,coastal_access,8
Iran,dryland_or_oasis,aquatic,environmentally_aligned,coastal_local,5
Iran,dryland_or_oasis,aquatic,environmentally_aligned,reviewed_road_corridor,1
Iran,dryland_or_oasis,fiber_or_dye_crop,environmentally_aligned,coastal_local,5
Iran,dryland_or_oasis,fiber_or_dye_crop,environmentally_aligned,inland,47
Iran,dryland_or_oasis,fiber_or_dye_crop,environmentally_aligned,market_anchor,1
Iran,dryland_or_oasis,forest_or_gathered,broad_capacity_proxy,coastal_access,1
Iran,dryland_or_oasis,forest_or_gathered,broad_capacity_proxy,coastal_local,1
Iran,dryland_or_oasis,forest_or_gathered,broad_capacity_proxy,inland,43
Iran,dryland_or_oasis,mineral_or_quarried,environmentally_aligned,coastal_access,1
Iran,dryland_or_oasis,mineral_or_quarried,environmentally_aligned,coastal_local,2
Iran,dryland_or_oasis,mineral_or_quarried,environmentally_aligned,inland,59
Iran,dryland_or_oasis,mineral_or_quarried,environmentally_aligned,market_anchor,1
Iran,dryland_or_oasis,mineral_or_quarried,source_anchored,inland,1
Iran,dryland_or_oasis,orchard_or_specialty_crop,environmentally_aligned,coastal_access,1
Iran,dryland_or_oasis,orchard_or_specialty_crop,environmentally_aligned,coastal_local,4
Iran,dryland_or_oasis,orchard_or_specialty_crop,environmentally_aligned,inland,68
Iran,dryland_or_oasis,orchard_or_specialty_crop,environmentally_aligned,market_anchor,1
Iran,dryland_or_oasis,pastoral,environmentally_aligned,coastal_local,1
Iran,dryland_or_oasis,pastoral,environmentally_aligned,inland,137
Iran,dryland_or_oasis,staple_crop,broad_capacity_proxy,coastal_access,1
Iran,dryland_or_oasis,staple_crop,broad_capacity_proxy,inland,70
Iran,dryland_or_oasis,staple_crop,broad_capacity_proxy,market_anchor,1
Iran,highland,fiber_or_dye_crop,broad_capacity_proxy,inland,7
Iran,highland,forest_or_gathered,environmentally_aligned,inland,1
Iran,highland,mineral_or_quarried,environmentally_aligned,inland,9
Iran,highland,orchard_or_specialty_crop,broad_capacity_proxy,inland,7
Iran,highland,pastoral,environmentally_aligned,inland,23
Iran,highland,staple_crop,broad_capacity_proxy,inland,12
Iran,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,coastal_local,1
Iran,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,inland,4
Iran,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,market_anchor,1
Iran,intensive_cultivation,orchard_or_specialty_crop,environmentally_aligned,inland,8
Iran,intensive_cultivation,orchard_or_specialty_crop,environmentally_aligned,market_anchor,1
Iran,intensive_cultivation,pastoral,broad_capacity_proxy,inland,1
Iran,intensive_cultivation,staple_crop,environmentally_aligned,coastal_access,1
Iran,intensive_cultivation,staple_crop,environmentally_aligned,coastal_local,1
Iran,intensive_cultivation,staple_crop,environmentally_aligned,inland,11
Iran,mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,5
Iran,mixed_land,forest_or_gathered,broad_capacity_proxy,inland,1
Iran,mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,2
Iran,mixed_land,orchard_or_specialty_crop,environmentally_aligned,inland,9
Iran,mixed_land,pastoral,environmentally_aligned,inland,8
Iran,mixed_land,staple_crop,environmentally_aligned,inland,12
Iran,open_mixed_land,aquatic,environmentally_aligned,coastal_access,2
Iran,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,coastal_local,1
Iran,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,3
Iran,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,market_anchor,1
Iran,open_mixed_land,forest_or_gathered,broad_capacity_proxy,inland,3
Iran,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,2
Iran,open_mixed_land,pastoral,environmentally_aligned,inland,9
Iran,open_mixed_land,staple_crop,environmentally_aligned,inland,4
Iran,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,coastal_local,4
Iran,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,inland,4
Iran,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,coastal_access,1
Iran,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,inland,1
Iran,wetland_or_riverine,orchard_or_specialty_crop,broad_capacity_proxy,coastal_access,1
Iran,wetland_or_riverine,pastoral,broad_capacity_proxy,inland,3
Iran,wetland_or_riverine,staple_crop,environmentally_aligned,coastal_access,1
Iran,wetland_or_riverine,staple_crop,environmentally_aligned,coastal_local,1
Iran,wetland_or_riverine,staple_crop,environmentally_aligned,inland,5
Iran,woodland_or_forest,aquatic,environmentally_aligned,coastal_access,1
Iran,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,1
Iran,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,coastal_local,4
Iran,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,major_harbor,1
Iran,woodland_or_forest,fiber_or_dye_crop,source_anchored,market_anchor,1
Iran,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_access,1
Iran,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_local,3
Iran,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,25
Iran,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,5
Iran,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,coastal_local,2
Iran,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,inland,4
Iran,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,market_anchor,1
Iran,woodland_or_forest,pastoral,broad_capacity_proxy,inland,5
Iran,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_local,3
Iran,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,4
Ireland,highland,pastoral,environmentally_aligned,major_harbor,1
Ireland,intensive_cultivation,aquatic,environmentally_aligned,coastal_access,1
Ireland,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,inland,1
Ireland,intensive_cultivation,staple_crop,environmentally_aligned,inland,1
Ireland,intensive_cultivation,staple_crop,environmentally_aligned,major_harbor,1
Ireland,mixed_land,aquatic,environmentally_aligned,coastal_access,3
Ireland,mixed_land,aquatic,environmentally_aligned,major_harbor,1
Ireland,mixed_land,fiber_or_dye_crop,environmentally_aligned,coastal_local,1
Ireland,mixed_land,forest_or_gathered,broad_capacity_proxy,coastal_access,1
Ireland,mixed_land,forest_or_gathered,broad_capacity_proxy,inland,1
Ireland,mixed_land,mineral_or_quarried,broad_capacity_proxy,coastal_local,2
Ireland,mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,2
Ireland,mixed_land,mineral_or_quarried,broad_capacity_proxy,major_harbor,1
Ireland,mixed_land,pastoral,environmentally_aligned,coastal_local,4
Ireland,mixed_land,pastoral,environmentally_aligned,inland,6
Ireland,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,1
Ireland,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,coastal_access,1
Ireland,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,3
Ireland,open_mixed_land,orchard_or_specialty_crop,environmentally_aligned,coastal_access,1
Ireland,open_mixed_land,orchard_or_specialty_crop,environmentally_aligned,inland,1
Ireland,open_mixed_land,pastoral,environmentally_aligned,coastal_access,2
Ireland,open_mixed_land,pastoral,environmentally_aligned,coastal_local,1
Ireland,open_mixed_land,pastoral,environmentally_aligned,inland,2
Ireland,open_mixed_land,pastoral,environmentally_aligned,major_harbor,2
Ireland,open_mixed_land,staple_crop,environmentally_aligned,coastal_access,1
Ireland,open_mixed_land,staple_crop,environmentally_aligned,coastal_local,1
Ireland,open_mixed_land,staple_crop,environmentally_aligned,inland,2
Ireland,open_mixed_land,staple_crop,environmentally_aligned,major_harbor,4
Ireland,wetland_or_riverine,aquatic,environmentally_aligned,coastal_local,1
Ireland,wetland_or_riverine,aquatic,environmentally_aligned,major_harbor,1
Ireland,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,inland,3
Ireland,wetland_or_riverine,forest_or_gathered,broad_capacity_proxy,inland,1
Ireland,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,coastal_local,1
Ireland,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,inland,1
Ireland,wetland_or_riverine,pastoral,broad_capacity_proxy,coastal_local,3
Ireland,wetland_or_riverine,pastoral,broad_capacity_proxy,inland,4
Ireland,wetland_or_riverine,staple_crop,environmentally_aligned,inland,1
Ireland,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,1
Ireland,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,inland,3
Ireland,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_access,1
Ireland,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,4
Ireland,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_local,1
Ireland,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,2
Ireland,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,inland,1
Ireland,woodland_or_forest,pastoral,broad_capacity_proxy,coastal_access,1
Ireland,woodland_or_forest,pastoral,broad_capacity_proxy,coastal_local,1
Ireland,woodland_or_forest,pastoral,broad_capacity_proxy,inland,9
Ireland,woodland_or_forest,pastoral,broad_capacity_proxy,major_harbor,2
Ireland,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_access,1
Ireland,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_local,2
Ireland,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,1
Japan,highland,staple_crop,broad_capacity_proxy,inland,1
Japan,intensive_cultivation,aquatic,environmentally_aligned,coastal_access,1
Japan,intensive_cultivation,aquatic,environmentally_aligned,major_harbor,1
Japan,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,coastal_access,1
Japan,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,inland,1
Japan,intensive_cultivation,forest_or_gathered,broad_capacity_proxy,major_harbor,1
Japan,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,major_harbor,1
Japan,intensive_cultivation,staple_crop,environmentally_aligned,coastal_access,1
Japan,intensive_cultivation,staple_crop,environmentally_aligned,inland,2
Japan,intensive_cultivation,staple_crop,environmentally_aligned,major_harbor,3
Japan,open_mixed_land,aquatic,environmentally_aligned,coastal_access,5
Japan,open_mixed_land,aquatic,environmentally_aligned,coastal_local,11
Japan,open_mixed_land,aquatic,environmentally_aligned,major_harbor,1
Japan,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,coastal_access,1
Japan,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,1
Japan,open_mixed_land,forest_or_gathered,broad_capacity_proxy,coastal_access,5
Japan,open_mixed_land,forest_or_gathered,broad_capacity_proxy,coastal_local,3
Japan,open_mixed_land,forest_or_gathered,broad_capacity_proxy,inland,3
Japan,open_mixed_land,forest_or_gathered,broad_capacity_proxy,major_harbor,1
Japan,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,coastal_access,1
Japan,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,coastal_local,7
Japan,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,major_harbor,1
Japan,open_mixed_land,pastoral,environmentally_aligned,inland,1
Japan,open_mixed_land,staple_crop,environmentally_aligned,coastal_access,3
Japan,open_mixed_land,staple_crop,environmentally_aligned,coastal_local,11
Japan,open_mixed_land,staple_crop,environmentally_aligned,inland,9
Japan,open_mixed_land,staple_crop,environmentally_aligned,major_harbor,2
Japan,wetland_or_riverine,staple_crop,environmentally_aligned,inland,3
Japan,woodland_or_forest,aquatic,environmentally_aligned,coastal_access,7
Japan,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,34
Japan,woodland_or_forest,aquatic,environmentally_aligned,major_harbor,4
Japan,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,coastal_local,5
Japan,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,inland,8
Japan,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_access,2
Japan,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_local,27
Japan,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,27
Japan,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_access,2
Japan,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_local,23
Japan,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,33
Japan,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,coastal_local,3
Japan,woodland_or_forest,pastoral,broad_capacity_proxy,coastal_access,2
Japan,woodland_or_forest,pastoral,broad_capacity_proxy,coastal_local,1
Japan,woodland_or_forest,pastoral,broad_capacity_proxy,inland,4
Japan,woodland_or_forest,pastoral,broad_capacity_proxy,major_harbor,1
Japan,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_access,3
Japan,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_local,17
Japan,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,56
Japan,woodland_or_forest,staple_crop,broad_capacity_proxy,major_harbor,1
Korea,intensive_cultivation,aquatic,environmentally_aligned,major_harbor,2
Korea,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,inland,1
Korea,intensive_cultivation,forest_or_gathered,broad_capacity_proxy,coastal_local,3
Korea,intensive_cultivation,forest_or_gathered,broad_capacity_proxy,inland,1
Korea,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,coastal_access,1
Korea,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,coastal_local,2
Korea,intensive_cultivation,staple_crop,environmentally_aligned,coastal_local,1
Korea,intensive_cultivation,staple_crop,environmentally_aligned,inland,2
Korea,open_mixed_land,aquatic,environmentally_aligned,coastal_local,4
Korea,open_mixed_land,aquatic,environmentally_aligned,major_harbor,1
Korea,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,2
Korea,open_mixed_land,forest_or_gathered,broad_capacity_proxy,coastal_local,3
Korea,open_mixed_land,forest_or_gathered,broad_capacity_proxy,inland,7
Korea,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,coastal_local,2
Korea,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,2
Korea,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,major_harbor,1
Korea,open_mixed_land,pastoral,environmentally_aligned,inland,3
Korea,open_mixed_land,staple_crop,environmentally_aligned,coastal_access,2
Korea,open_mixed_land,staple_crop,environmentally_aligned,coastal_local,5
Korea,open_mixed_land,staple_crop,environmentally_aligned,inland,13
Korea,wetland_or_riverine,staple_crop,environmentally_aligned,inland,1
Korea,woodland_or_forest,aquatic,broad_capacity_proxy,inland,1
Korea,woodland_or_forest,aquatic,environmentally_aligned,coastal_access,2
Korea,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,7
Korea,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,inland,8
Korea,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_local,5
Korea,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,28
Korea,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_access,1
Korea,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_local,9
Korea,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,17
Korea,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,major_harbor,1
Korea,woodland_or_forest,pastoral,broad_capacity_proxy,coastal_local,1
Korea,woodland_or_forest,pastoral,broad_capacity_proxy,inland,5
Korea,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_local,4
Korea,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,19
Korea,woodland_or_forest,staple_crop,broad_capacity_proxy,major_harbor,1
Lanka,intensive_cultivation,aquatic,environmentally_aligned,coastal_local,1
Lanka,intensive_cultivation,forest_or_gathered,broad_capacity_proxy,inland,1
Lanka,intensive_cultivation,staple_crop,environmentally_aligned,coastal_local,1
Lanka,open_mixed_land,aquatic,environmentally_aligned,coastal_local,2
Lanka,open_mixed_land,aquatic,environmentally_aligned,major_harbor,1
Lanka,open_mixed_land,forest_or_gathered,broad_capacity_proxy,coastal_access,1
Lanka,open_mixed_land,forest_or_gathered,broad_capacity_proxy,coastal_local,1
Lanka,open_mixed_land,orchard_or_specialty_crop,environmentally_aligned,inland,1
Lanka,woodland_or_forest,aquatic,environmentally_aligned,coastal_access,1
Lanka,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,1
Lanka,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_local,1
Lanka,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,3
Lanka,woodland_or_forest,forest_or_gathered,environmentally_aligned,major_harbor,1
Lanka,woodland_or_forest,forest_or_gathered,environmentally_aligned,market_anchor,1
Lanka,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_local,1
Lanka,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,3
Lanka,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,coastal_local,1
Lanka,woodland_or_forest,pastoral,broad_capacity_proxy,inland,1
Lanka,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,2
Levant,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,market_anchor,1
Levant,intensive_cultivation,staple_crop,environmentally_aligned,inland,2
Levant,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,market_anchor,1
Mesoamerica,dryland_or_oasis,fiber_or_dye_crop,environmentally_aligned,inland,2
Mesoamerica,dryland_or_oasis,mineral_or_quarried,environmentally_aligned,inland,3
Mesoamerica,dryland_or_oasis,pastoral,environmentally_aligned,inland,1
Mesoamerica,dryland_or_oasis,staple_crop,broad_capacity_proxy,inland,2
Mesoamerica,highland,aquatic,broad_capacity_proxy,inland,1
Mesoamerica,highland,fiber_or_dye_crop,broad_capacity_proxy,inland,1
Mesoamerica,highland,forest_or_gathered,environmentally_aligned,inland,1
Mesoamerica,highland,mineral_or_quarried,environmentally_aligned,inland,3
Mesoamerica,highland,orchard_or_specialty_crop,broad_capacity_proxy,inland,2
Mesoamerica,highland,pastoral,environmentally_aligned,inland,2
Mesoamerica,highland,staple_crop,broad_capacity_proxy,inland,5
Mesoamerica,mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,1
Mesoamerica,mixed_land,pastoral,environmentally_aligned,inland,1
Mesoamerica,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,3
Mesoamerica,open_mixed_land,forest_or_gathered,broad_capacity_proxy,inland,1
Mesoamerica,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,coastal_local,3
Mesoamerica,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,4
Mesoamerica,open_mixed_land,pastoral,environmentally_aligned,inland,3
Mesoamerica,open_mixed_land,staple_crop,environmentally_aligned,coastal_local,1
Mesoamerica,open_mixed_land,staple_crop,environmentally_aligned,inland,5
Mesoamerica,open_mixed_land,staple_crop,environmentally_aligned,market_anchor,1
Mesoamerica,wetland_or_riverine,aquatic,environmentally_aligned,coastal_local,5
Mesoamerica,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,coastal_local,2
Mesoamerica,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,coastal_local,3
Mesoamerica,wetland_or_riverine,orchard_or_specialty_crop,broad_capacity_proxy,coastal_access,1
Mesoamerica,wetland_or_riverine,orchard_or_specialty_crop,broad_capacity_proxy,coastal_local,3
Mesoamerica,wetland_or_riverine,orchard_or_specialty_crop,broad_capacity_proxy,inland,2
Mesoamerica,wetland_or_riverine,staple_crop,environmentally_aligned,coastal_local,1
Mesoamerica,woodland_or_forest,aquatic,environmentally_aligned,coastal_access,1
Mesoamerica,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,10
Mesoamerica,woodland_or_forest,aquatic,environmentally_aligned,major_harbor,1
Mesoamerica,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,coastal_access,1
Mesoamerica,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,coastal_local,9
Mesoamerica,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,inland,29
Mesoamerica,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,market_anchor,1
Mesoamerica,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_local,4
Mesoamerica,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,69
Mesoamerica,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_access,2
Mesoamerica,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_local,5
Mesoamerica,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,50
Mesoamerica,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,major_harbor,1
Mesoamerica,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,coastal_access,2
Mesoamerica,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,coastal_local,11
Mesoamerica,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,inland,21
Mesoamerica,woodland_or_forest,pastoral,broad_capacity_proxy,inland,11
Mesoamerica,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_local,4
Mesoamerica,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,32
Mesoamerica,woodland_or_forest,staple_crop,broad_capacity_proxy,market_anchor,1
Mesopotamia,mixed_land,fiber_or_dye_crop,environmentally_aligned,market_anchor,2
Mesopotamia,mixed_land,staple_crop,environmentally_aligned,inland,1
North America,dryland_or_oasis,fiber_or_dye_crop,environmentally_aligned,inland,1
North America,dryland_or_oasis,forest_or_gathered,broad_capacity_proxy,inland,1
North America,dryland_or_oasis,mineral_or_quarried,environmentally_aligned,inland,2
North America,dryland_or_oasis,staple_crop,broad_capacity_proxy,inland,1
North America,highland,aquatic,environmentally_aligned,coastal_access,1
North America,highland,aquatic,environmentally_aligned,coastal_local,1
North America,highland,fiber_or_dye_crop,broad_capacity_proxy,inland,1
North America,highland,forest_or_gathered,environmentally_aligned,coastal_local,1
North America,highland,staple_crop,broad_capacity_proxy,inland,2
North America,mixed_land,aquatic,environmentally_aligned,coastal_access,2
North America,mixed_land,aquatic,environmentally_aligned,coastal_local,2
North America,mixed_land,forest_or_gathered,broad_capacity_proxy,coastal_access,1
North America,mixed_land,forest_or_gathered,broad_capacity_proxy,major_harbor,1
North America,mixed_land,mineral_or_quarried,broad_capacity_proxy,coastal_access,2
North America,mixed_land,pastoral,environmentally_aligned,coastal_local,2
North America,open_mixed_land,aquatic,environmentally_aligned,coastal_access,1
North America,open_mixed_land,aquatic,environmentally_aligned,coastal_local,1
North America,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,1
North America,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,major_harbor,1
North America,open_mixed_land,staple_crop,environmentally_aligned,inland,2
North America,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,inland,6
North America,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,15
North America,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_local,2
North America,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,9
North America,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,major_harbor,1
North America,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,inland,4
North America,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_local,2
North America,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,12
Northern Andes,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,1
Northern Andes,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,8
Northern Andes,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,coastal_local,1
Northern Andes,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,3
Oceania,marine_atoll,aquatic,environmentally_aligned,coastal_local,1
Oceania,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,3
Oceania,woodland_or_forest,aquatic,environmentally_aligned,major_harbor,1
Oceania,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_local,3
Oceania,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_access,1
Oceania,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,coastal_access,1
Oceania,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,coastal_local,3
Pontic,dryland_or_oasis,forest_or_gathered,broad_capacity_proxy,inland,1
Pontic,dryland_or_oasis,mineral_or_quarried,environmentally_aligned,coastal_local,1
Pontic,dryland_or_oasis,mineral_or_quarried,environmentally_aligned,inland,4
Pontic,dryland_or_oasis,pastoral,environmentally_aligned,coastal_local,1
Pontic,dryland_or_oasis,pastoral,environmentally_aligned,inland,23
