design_tag,engine_tag,name,culture,culture_group,research_profiles,visible_regional_count,neutral_count,culture_gated_count,exact_gated_count,roman_count,visible_regional_buildings
QTR,XER,Cataraei,antq_arab,antq_semitic_group,near_eastern,81,81,0,0,0,antq_reg_apothecary|antq_reg_arrow_fletchery|antq_reg_basketry|antq_reg_bone_carver|antq_reg_bread_oven|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_bronze_vessel_shop|antq_reg_brushmaker|antq_reg_caravanserai|antq_reg_carpet_loom|antq_reg_chainmaker|antq_reg_charcoal_hearth|antq_reg_chariotwright|antq_reg_cheese_dairy|antq_reg_codex_bindery|antq_reg_cooperage|antq_reg_cordwainer|antq_reg_cotton_weavery|antq_reg_customs_gate|antq_reg_date_drying_yard|antq_reg_diatretum_glasshouse|antq_reg_dye_finishing_house|antq_reg_dye_workshop|antq_reg_feltworks|antq_reg_figurine_kiln|antq_reg_fish_saltery|antq_reg_fruit_brewery|antq_reg_fullonica|antq_reg_garum_workshop|antq_reg_grain_mill|antq_reg_grain_weighhouse|antq_reg_granary|antq_reg_harness_maker|antq_reg_hide_curing_yard|antq_reg_hornworker|antq_reg_hypocaust_yard|antq_reg_incense_workshop|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_lamp_oil_depot|antq_reg_lapidary|antq_reg_leatherworks|antq_reg_linen_weavery|antq_reg_macellum_stalls|antq_reg_marble_yard|antq_reg_meat_curing_yard|antq_reg_mensores_office|antq_reg_millet_brewery|antq_reg_mordant_dyehouse|antq_reg_netmaker|antq_reg_nut_grinding_house|antq_reg_oil_bottler|antq_reg_oil_lamp_kiln|antq_reg_olive_press|antq_reg_pack_animal_yard|antq_reg_packsaddle_workshop|antq_reg_perfumery|antq_reg_pottery_kiln|antq_reg_public_cistern|antq_reg_purple_dyehouse|antq_reg_reed_boatyard|antq_reg_ropewalk|antq_reg_sailmaker|antq_reg_scabbard_maker|antq_reg_shipyard|antq_reg_spice_grinder|antq_reg_spice_warehouse|antq_reg_sponge_drying_yard|antq_reg_stationer|antq_reg_stone_carver|antq_reg_stone_masonry_yard|antq_reg_stone_yard|antq_reg_stuccoworks|antq_reg_tesserae_kiln|antq_reg_way_station|antq_reg_weightmaker|antq_reg_wheat_brewery|antq_reg_wheelwright|antq_reg_wiredrawer|antq_reg_wool_drapery
QUA,XBO,Quadi,antq_germanic,antq_germanic_group,germanic,53,52,1,0,0,antq_reg_amber_carver|antq_reg_arrow_fletchery|antq_reg_bone_carver|antq_reg_bread_oven|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_bronze_foundry|antq_reg_brushmaker|antq_reg_carpet_loom|antq_reg_chainmaker|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_clay_brickworks|antq_reg_combmaker|antq_reg_copper_smithy|antq_reg_coral_workshop|antq_reg_cork_workshop|antq_reg_fish_saltery|antq_reg_fruit_brewery|antq_reg_garum_workshop|antq_reg_germanic_assembly_field|antq_reg_glassworks|antq_reg_grain_mill|antq_reg_harness_maker|antq_reg_herbal_apothecary|antq_reg_hide_curing_yard|antq_reg_hornworker|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_kiln_furniture|antq_reg_lampworks|antq_reg_lead_foundry|antq_reg_leatherworks|antq_reg_linen_weavery|antq_reg_meat_curing_yard|antq_reg_millet_brewery|antq_reg_olive_press|antq_reg_polychrome_goldsmith|antq_reg_pottery_kiln|antq_reg_pulley_workshop|antq_reg_purple_dyehouse|antq_reg_ropewalk|antq_reg_sailmaker|antq_reg_shipyard|antq_reg_soapworks|antq_reg_spindlework|antq_reg_stuccoworks|antq_reg_torchmaker|antq_reg_wax_workshop|antq_reg_wheat_brewery|antq_reg_wickerwork|antq_reg_wool_carder|antq_reg_wool_drapery
RAR,XFW,Rarh,antq_rarh_early_historic,antq_indian_group,indic,98,98,0,0,0,antq_reg_amphora_depot|antq_reg_amphora_warehouse|antq_reg_apothecary|antq_reg_arrow_fletchery|antq_reg_bargeyard|antq_reg_bone_carver|antq_reg_bread_oven|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_bronze_vessel_shop|antq_reg_brushmaker|antq_reg_caravanserai|antq_reg_carpet_loom|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_coconut_workshop|antq_reg_cotton_weavery|antq_reg_crucible_steel_workshop|antq_reg_customs_gate|antq_reg_dye_workshop|antq_reg_ferry_quay|antq_reg_fish_saltery|antq_reg_fountain_house|antq_reg_fruit_brewery|antq_reg_fullonica|antq_reg_garum_workshop|antq_reg_glass_bead_furnace|antq_reg_glassworks|antq_reg_grain_mill|antq_reg_grain_weighhouse|antq_reg_granary|antq_reg_harness_maker|antq_reg_herbal_apothecary|antq_reg_hide_curing_yard|antq_reg_honey_house|antq_reg_hypocaust_yard|antq_reg_incense_workshop|antq_reg_instrument_maker|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_ivory_carver|antq_reg_jeweler|antq_reg_joinery|antq_reg_lamp_oil_depot|antq_reg_lampworks|antq_reg_leatherworks|antq_reg_lime_kiln|antq_reg_linen_bleachery|antq_reg_linen_weavery|antq_reg_macellum_stalls|antq_reg_meat_curing_yard|antq_reg_mensores_office|antq_reg_millet_brewery|antq_reg_mortar_grinder|antq_reg_mosaic_workshop|antq_reg_nailery|antq_reg_netmaker|antq_reg_olive_press|antq_reg_pack_animal_yard|antq_reg_parchmentery|antq_reg_perfumery|antq_reg_pottery_kiln|antq_reg_public_cistern|antq_reg_pulley_workshop|antq_reg_purple_dyehouse|antq_reg_reed_matmaker|antq_reg_reed_pen_maker|antq_reg_rice_brewery|antq_reg_ropewalk|antq_reg_saddlery|antq_reg_sailmaker|antq_reg_saltworks|antq_reg_scroll_workshop|antq_reg_seal_cutter|antq_reg_sesame_oil_press|antq_reg_shieldmaker|antq_reg_shipyard|antq_reg_sieve_maker|antq_reg_silverworkshop|antq_reg_spice_warehouse|antq_reg_spindlework|antq_reg_sponge_drying_yard|antq_reg_stationer|antq_reg_stone_carver|antq_reg_stone_masonry_yard|antq_reg_stone_yard|antq_reg_textile_dye_finisher|antq_reg_tin_smelter|antq_reg_torchmaker|antq_reg_wax_workshop|antq_reg_weapon_smith|antq_reg_weightmaker|antq_reg_wharf_crane|antq_reg_wheat_brewery|antq_reg_wheelwright|antq_reg_wiredrawer|antq_reg_wool_carder|antq_reg_wool_drapery
RBD,RBD,Right-Bank Zarubintsy,antq_zarubintsy,antq_slavic_group,slavic_eastern,21,21,0,0,0,antq_reg_arrow_fletchery|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_fish_saltery|antq_reg_fruit_brewery|antq_reg_garum_workshop|antq_reg_grain_mill|antq_reg_hide_curing_yard|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_leatherworks|antq_reg_linen_weavery|antq_reg_meat_curing_yard|antq_reg_olive_press|antq_reg_pottery_kiln|antq_reg_ropewalk|antq_reg_sailmaker|antq_reg_shipyard|antq_reg_wheat_brewery
RDN,RDN,Reudigni,antq_reudignian,antq_germanic_group,germanic,53,52,1,0,0,antq_reg_amber_carver|antq_reg_arrow_fletchery|antq_reg_bone_carver|antq_reg_bread_oven|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_bronze_foundry|antq_reg_brushmaker|antq_reg_carpet_loom|antq_reg_chainmaker|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_clay_brickworks|antq_reg_combmaker|antq_reg_copper_smithy|antq_reg_coral_workshop|antq_reg_cork_workshop|antq_reg_fish_saltery|antq_reg_fruit_brewery|antq_reg_garum_workshop|antq_reg_germanic_assembly_field|antq_reg_glassworks|antq_reg_grain_mill|antq_reg_harness_maker|antq_reg_herbal_apothecary|antq_reg_hide_curing_yard|antq_reg_hornworker|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_kiln_furniture|antq_reg_lampworks|antq_reg_lead_foundry|antq_reg_leatherworks|antq_reg_linen_weavery|antq_reg_meat_curing_yard|antq_reg_millet_brewery|antq_reg_olive_press|antq_reg_polychrome_goldsmith|antq_reg_pottery_kiln|antq_reg_pulley_workshop|antq_reg_purple_dyehouse|antq_reg_ropewalk|antq_reg_sailmaker|antq_reg_shipyard|antq_reg_soapworks|antq_reg_spindlework|antq_reg_stuccoworks|antq_reg_torchmaker|antq_reg_wax_workshop|antq_reg_wheat_brewery|antq_reg_wickerwork|antq_reg_wool_carder|antq_reg_wool_drapery
REC,REC,Recuay,antq_recuay,antq_andean_group,american,48,48,0,0,0,antq_reg_apothecary|antq_reg_arrow_fletchery|antq_reg_bargeyard|antq_reg_bath_fuel_depot|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_cotton_weavery|antq_reg_dye_finishing_house|antq_reg_dye_workshop|antq_reg_figurine_kiln|antq_reg_fish_saltery|antq_reg_fruit_brewery|antq_reg_garum_workshop|antq_reg_grain_mill|antq_reg_grain_weighhouse|antq_reg_granary|antq_reg_herbal_apothecary|antq_reg_hide_curing_yard|antq_reg_honey_house|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_kiln_furniture|antq_reg_lampworks|antq_reg_leatherworks|antq_reg_linen_bleachery|antq_reg_linen_weavery|antq_reg_meat_curing_yard|antq_reg_mensores_office|antq_reg_metalwork|antq_reg_mordant_dyehouse|antq_reg_mortar_grinder|antq_reg_olive_press|antq_reg_pottery_kiln|antq_reg_purple_dyehouse|antq_reg_reed_matmaker|antq_reg_ropewalk|antq_reg_saddlery|antq_reg_sailmaker|antq_reg_scabbard_maker|antq_reg_scale_armoury|antq_reg_shipyard|antq_reg_sponge_drying_yard|antq_reg_tegula_kiln|antq_reg_tile_yard|antq_reg_weapon_smith|antq_reg_wheat_brewery
REG,XES,Regni,antq_regnian,antq_celtic_group,celtic,51,51,0,0,0,antq_reg_arrow_fletchery|antq_reg_basketry|antq_reg_bread_oven|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_bronze_foundry|antq_reg_cauldron_smithy|antq_reg_charcoal_hearth|antq_reg_chariotwright|antq_reg_cheese_dairy|antq_reg_copper_smithy|antq_reg_dye_workshop|antq_reg_feltworks|antq_reg_ferry_quay|antq_reg_fish_saltery|antq_reg_fishing_tackle|antq_reg_fruit_brewery|antq_reg_fullonica|antq_reg_garum_workshop|antq_reg_grain_mill|antq_reg_hide_curing_yard|antq_reg_honey_house|antq_reg_hornworker|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_joinery|antq_reg_lead_foundry|antq_reg_leatherworks|antq_reg_linen_weavery|antq_reg_locksmith|antq_reg_loom_house|antq_reg_loomweight_weavery|antq_reg_marble_yard|antq_reg_meat_curing_yard|antq_reg_metalwork|antq_reg_monetal_workshop|antq_reg_oarwright|antq_reg_olive_press|antq_reg_pottery_kiln|antq_reg_purple_dyehouse|antq_reg_quernworks|antq_reg_raised_granary|antq_reg_reed_boatyard|antq_reg_ropewalk|antq_reg_sail_needle_shop|antq_reg_sailmaker|antq_reg_shipyard|antq_reg_torchmaker|antq_reg_wheat_brewery|antq_reg_wool_carder|antq_reg_wool_drapery
RHB,RHB,Rhobogdii,antq_rhobogdian,antq_celtic_group,celtic,51,51,0,0,0,antq_reg_arrow_fletchery|antq_reg_basketry|antq_reg_bread_oven|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_bronze_foundry|antq_reg_cauldron_smithy|antq_reg_charcoal_hearth|antq_reg_chariotwright|antq_reg_cheese_dairy|antq_reg_copper_smithy|antq_reg_dye_workshop|antq_reg_feltworks|antq_reg_ferry_quay|antq_reg_fish_saltery|antq_reg_fishing_tackle|antq_reg_fruit_brewery|antq_reg_fullonica|antq_reg_garum_workshop|antq_reg_grain_mill|antq_reg_hide_curing_yard|antq_reg_honey_house|antq_reg_hornworker|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_joinery|antq_reg_lead_foundry|antq_reg_leatherworks|antq_reg_linen_weavery|antq_reg_locksmith|antq_reg_loom_house|antq_reg_loomweight_weavery|antq_reg_marble_yard|antq_reg_meat_curing_yard|antq_reg_metalwork|antq_reg_monetal_workshop|antq_reg_oarwright|antq_reg_olive_press|antq_reg_pottery_kiln|antq_reg_purple_dyehouse|antq_reg_quernworks|antq_reg_raised_granary|antq_reg_reed_boatyard|antq_reg_ropewalk|antq_reg_sail_needle_shop|antq_reg_sailmaker|antq_reg_shipyard|antq_reg_torchmaker|antq_reg_wheat_brewery|antq_reg_wool_carder|antq_reg_wool_drapery
RKU,RKU,Rewa-Kantha Upland,antq_rewa_kantha,antq_indian_group,indic,98,98,0,0,0,antq_reg_amphora_depot|antq_reg_amphora_warehouse|antq_reg_apothecary|antq_reg_arrow_fletchery|antq_reg_bargeyard|antq_reg_bone_carver|antq_reg_bread_oven|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_bronze_vessel_shop|antq_reg_brushmaker|antq_reg_caravanserai|antq_reg_carpet_loom|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_coconut_workshop|antq_reg_cotton_weavery|antq_reg_crucible_steel_workshop|antq_reg_customs_gate|antq_reg_dye_workshop|antq_reg_ferry_quay|antq_reg_fish_saltery|antq_reg_fountain_house|antq_reg_fruit_brewery|antq_reg_fullonica|antq_reg_garum_workshop|antq_reg_glass_bead_furnace|antq_reg_glassworks|antq_reg_grain_mill|antq_reg_grain_weighhouse|antq_reg_granary|antq_reg_harness_maker|antq_reg_herbal_apothecary|antq_reg_hide_curing_yard|antq_reg_honey_house|antq_reg_hypocaust_yard|antq_reg_incense_workshop|antq_reg_instrument_maker|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_ivory_carver|antq_reg_jeweler|antq_reg_joinery|antq_reg_lamp_oil_depot|antq_reg_lampworks|antq_reg_leatherworks|antq_reg_lime_kiln|antq_reg_linen_bleachery|antq_reg_linen_weavery|antq_reg_macellum_stalls|antq_reg_meat_curing_yard|antq_reg_mensores_office|antq_reg_millet_brewery|antq_reg_mortar_grinder|antq_reg_mosaic_workshop|antq_reg_nailery|antq_reg_netmaker|antq_reg_olive_press|antq_reg_pack_animal_yard|antq_reg_parchmentery|antq_reg_perfumery|antq_reg_pottery_kiln|antq_reg_public_cistern|antq_reg_pulley_workshop|antq_reg_purple_dyehouse|antq_reg_reed_matmaker|antq_reg_reed_pen_maker|antq_reg_rice_brewery|antq_reg_ropewalk|antq_reg_saddlery|antq_reg_sailmaker|antq_reg_saltworks|antq_reg_scroll_workshop|antq_reg_seal_cutter|antq_reg_sesame_oil_press|antq_reg_shieldmaker|antq_reg_shipyard|antq_reg_sieve_maker|antq_reg_silverworkshop|antq_reg_spice_warehouse|antq_reg_spindlework|antq_reg_sponge_drying_yard|antq_reg_stationer|antq_reg_stone_carver|antq_reg_stone_masonry_yard|antq_reg_stone_yard|antq_reg_textile_dye_finisher|antq_reg_tin_smelter|antq_reg_torchmaker|antq_reg_wax_workshop|antq_reg_weapon_smith|antq_reg_weightmaker|antq_reg_wharf_crane|antq_reg_wheat_brewery|antq_reg_wheelwright|antq_reg_wiredrawer|antq_reg_wool_carder|antq_reg_wool_drapery
RLG,RLG,Red-Ruthenian Lipița,antq_lipita,antq_balkan_group,roman_italic,64,41,0,0,23,antq_reg_annona_bakery|antq_reg_aqueduct_distribution|antq_reg_arrow_fletchery|antq_reg_bread_oven|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_bronze_workers_collegium|antq_reg_castra_fabrica|antq_reg_ceramic_quarter|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_codex_bindery|antq_reg_collegia_hall|antq_reg_colonia_forum|antq_reg_cursus_mansio|antq_reg_date_drying_yard|antq_reg_diatretum_glasshouse|antq_reg_dye_workshop|antq_reg_feltworks|antq_reg_fish_saltery|antq_reg_forum_basilica|antq_reg_frontier_magazine|antq_reg_fruit_brewery|antq_reg_garum_workshop|antq_reg_grain_mill|antq_reg_hide_curing_yard|antq_reg_hornworker|antq_reg_horrea_complex|antq_reg_insulae_quarter|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_lead_pipeworks|antq_reg_leatherworks|antq_reg_lime_kiln|antq_reg_linen_weavery|antq_reg_marble_yard|antq_reg_meat_curing_yard|antq_reg_millet_brewery|antq_reg_mordant_dyehouse|antq_reg_nut_grinding_house|antq_reg_olive_estate|antq_reg_olive_press|antq_reg_pack_animal_yard|antq_reg_polychrome_goldsmith|antq_reg_pottery_kiln|antq_reg_purple_dyehouse|antq_reg_quarry_contractors|antq_reg_river_port|antq_reg_ropewalk|antq_reg_sailmaker|antq_reg_saltworks|antq_reg_scriptorium|antq_reg_sesame_oil_press|antq_reg_shipyard|antq_reg_tabernae_row|antq_reg_temple_precinct|antq_reg_textile_quarter|antq_reg_thermae_complex|antq_reg_unguentarium|antq_reg_villa_rustica|antq_reg_vineyard_estate|antq_reg_wharf_crane|antq_reg_wheat_brewery|antq_reg_wine_press
ROM,XAA,Roman Empire,antq_latin,antq_italic_group,roman_italic,64,41,0,0,23,antq_reg_annona_bakery|antq_reg_aqueduct_distribution|antq_reg_arrow_fletchery|antq_reg_bread_oven|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_bronze_workers_collegium|antq_reg_castra_fabrica|antq_reg_ceramic_quarter|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_codex_bindery|antq_reg_collegia_hall|antq_reg_colonia_forum|antq_reg_cursus_mansio|antq_reg_date_drying_yard|antq_reg_diatretum_glasshouse|antq_reg_dye_workshop|antq_reg_feltworks|antq_reg_fish_saltery|antq_reg_forum_basilica|antq_reg_frontier_magazine|antq_reg_fruit_brewery|antq_reg_garum_workshop|antq_reg_grain_mill|antq_reg_hide_curing_yard|antq_reg_hornworker|antq_reg_horrea_complex|antq_reg_insulae_quarter|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_lead_pipeworks|antq_reg_leatherworks|antq_reg_lime_kiln|antq_reg_linen_weavery|antq_reg_marble_yard|antq_reg_meat_curing_yard|antq_reg_millet_brewery|antq_reg_mordant_dyehouse|antq_reg_nut_grinding_house|antq_reg_olive_estate|antq_reg_olive_press|antq_reg_pack_animal_yard|antq_reg_polychrome_goldsmith|antq_reg_pottery_kiln|antq_reg_purple_dyehouse|antq_reg_quarry_contractors|antq_reg_river_port|antq_reg_ropewalk|antq_reg_sailmaker|antq_reg_saltworks|antq_reg_scriptorium|antq_reg_sesame_oil_press|antq_reg_shipyard|antq_reg_tabernae_row|antq_reg_temple_precinct|antq_reg_textile_quarter|antq_reg_thermae_complex|antq_reg_unguentarium|antq_reg_villa_rustica|antq_reg_vineyard_estate|antq_reg_wharf_crane|antq_reg_wheat_brewery|antq_reg_wine_press
ROX,ROX,Roxolani,antq_sarmatian,antq_iranian_group,iranian,95,95,0,0,0,antq_reg_alum_dyehouse|antq_reg_amphora_depot|antq_reg_arrow_fletchery|antq_reg_barge_chandlery|antq_reg_bargeyard|antq_reg_beadworks|antq_reg_bell_foundry|antq_reg_bone_carver|antq_reg_bread_oven|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_brushmaker|antq_reg_caravanserai|antq_reg_carpet_loom|antq_reg_charcoal_hearth|antq_reg_chariotwright|antq_reg_cheese_dairy|antq_reg_clay_brickworks|antq_reg_cooperage|antq_reg_cordwainer|antq_reg_cork_workshop|antq_reg_cotton_weavery|antq_reg_date_drying_yard|antq_reg_dye_workshop|antq_reg_feltworks|antq_reg_fineware_kiln|antq_reg_fish_saltery|antq_reg_flax_retting_yard|antq_reg_fruit_brewery|antq_reg_fullonica|antq_reg_garum_workshop|antq_reg_grain_mill|antq_reg_granary|antq_reg_harness_maker|antq_reg_herbal_apothecary|antq_reg_hide_curing_yard|antq_reg_honey_house|antq_reg_hornworker|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_ivory_carver|antq_reg_jeweler|antq_reg_kiln_furniture|antq_reg_lapidary|antq_reg_lead_foundry|antq_reg_leatherworks|antq_reg_lime_kiln|antq_reg_linen_bleachery|antq_reg_linen_weavery|antq_reg_locksmith|antq_reg_macellum_stalls|antq_reg_materia_medica|antq_reg_meat_curing_yard|antq_reg_metalwork|antq_reg_millet_brewery|antq_reg_monetal_workshop|antq_reg_mortar_grinder|antq_reg_nut_grinding_house|antq_reg_oil_bottler|antq_reg_oil_lamp_kiln|antq_reg_olive_press|antq_reg_pack_animal_yard|antq_reg_packsaddle_workshop|antq_reg_parchmentery|antq_reg_pottery_kiln|antq_reg_public_cistern|antq_reg_purple_dyehouse|antq_reg_reed_boatyard|antq_reg_reed_matmaker|antq_reg_reed_pen_maker|antq_reg_rice_brewery|antq_reg_ropewalk|antq_reg_sail_needle_shop|antq_reg_sailmaker|antq_reg_scale_armoury|antq_reg_scriptorium|antq_reg_sesame_oil_press|antq_reg_shieldmaker|antq_reg_shipyard|antq_reg_silverworkshop|antq_reg_soapworks|antq_reg_stuccoworks|antq_reg_tegula_kiln|antq_reg_tesserae_kiln|antq_reg_textile_dye_finisher|antq_reg_tile_yard|antq_reg_tin_smelter|antq_reg_wax_workshop|antq_reg_wharf_crane|antq_reg_wheat_brewery|antq_reg_wickerwork|antq_reg_wine_press|antq_reg_wiredrawer|antq_reg_wool_carder|antq_reg_wool_drapery
RSW,RSW,Rajang-Sarawak Coastal Networks,antq_rajang_sarawak,antq_austronesian_group,oceanian,24,24,0,0,0,antq_reg_arrow_fletchery|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_coconut_workshop|antq_reg_fish_saltery|antq_reg_fruit_brewery|antq_reg_garum_workshop|antq_reg_grain_mill|antq_reg_hide_curing_yard|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_leatherworks|antq_reg_linen_weavery|antq_reg_meat_curing_yard|antq_reg_olive_press|antq_reg_pottery_kiln|antq_reg_rice_wine_house|antq_reg_ropewalk|antq_reg_sailmaker|antq_reg_shipyard|antq_reg_soy_fermentary|antq_reg_wheat_brewery
RUG,RUG,Rugii,antq_germanic,antq_germanic_group,germanic,53,52,1,0,0,antq_reg_amber_carver|antq_reg_arrow_fletchery|antq_reg_bone_carver|antq_reg_bread_oven|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_bronze_foundry|antq_reg_brushmaker|antq_reg_carpet_loom|antq_reg_chainmaker|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_clay_brickworks|antq_reg_combmaker|antq_reg_copper_smithy|antq_reg_coral_workshop|antq_reg_cork_workshop|antq_reg_fish_saltery|antq_reg_fruit_brewery|antq_reg_garum_workshop|antq_reg_germanic_assembly_field|antq_reg_glassworks|antq_reg_grain_mill|antq_reg_harness_maker|antq_reg_herbal_apothecary|antq_reg_hide_curing_yard|antq_reg_hornworker|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_kiln_furniture|antq_reg_lampworks|antq_reg_lead_foundry|antq_reg_leatherworks|antq_reg_linen_weavery|antq_reg_meat_curing_yard|antq_reg_millet_brewery|antq_reg_olive_press|antq_reg_polychrome_goldsmith|antq_reg_pottery_kiln|antq_reg_pulley_workshop|antq_reg_purple_dyehouse|antq_reg_ropewalk|antq_reg_sailmaker|antq_reg_shipyard|antq_reg_soapworks|antq_reg_spindlework|antq_reg_stuccoworks|antq_reg_torchmaker|antq_reg_wax_workshop|antq_reg_wheat_brewery|antq_reg_wickerwork|antq_reg_wool_carder|antq_reg_wool_drapery
RUV,RUV,Ruvuma-Lurio Frontier,antq_ruvuma_lurio,antq_subsaharan_group,subsaharan,22,22,0,0,0,antq_reg_arrow_fletchery|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_coconut_workshop|antq_reg_fish_saltery|antq_reg_fruit_brewery|antq_reg_garum_workshop|antq_reg_grain_mill|antq_reg_hide_curing_yard|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_leatherworks|antq_reg_linen_weavery|antq_reg_meat_curing_yard|antq_reg_olive_press|antq_reg_pottery_kiln|antq_reg_ropewalk|antq_reg_sailmaker|antq_reg_shipyard|antq_reg_wheat_brewery
RYS,RYS,Ryukyu Shell-Midden,antq_ryukyu_shell_midden,antq_japonic_group,han_east_asian,47,43,4,0,0,antq_reg_arrow_fletchery|antq_reg_barge_chandlery|antq_reg_bread_oven|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_brushmaker|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_coral_workshop|antq_reg_dye_workshop|antq_reg_fish_saltery|antq_reg_flax_retting_yard|antq_reg_fruit_brewery|antq_reg_garum_workshop|antq_reg_grain_mill|antq_reg_granary|antq_reg_harness_maker|antq_reg_hide_curing_yard|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_lacquer_workshop|antq_reg_leatherworks|antq_reg_linen_weavery|antq_reg_macellum_stalls|antq_reg_meat_curing_yard|antq_reg_millet_brewery|antq_reg_olive_press|antq_reg_pottery_kiln|antq_reg_purple_dyehouse|antq_reg_rice_brewery|antq_reg_rice_wine_house|antq_reg_ropewalk|antq_reg_sail_needle_shop|antq_reg_sailmaker|antq_reg_saltworks|antq_reg_scriptorium|antq_reg_shipyard|antq_reg_silk_drapery|antq_reg_silk_loom|antq_reg_soy_fermentary|antq_reg_stone_yard|antq_reg_torchmaker|antq_reg_wax_workshop|antq_reg_way_station|antq_reg_wharf_crane|antq_reg_wheat_brewery|antq_reg_yue_celadon_kiln
RZM,RZM,Oka-Moksha Gorodets Culture,antq_gorodets,antq_uralic_group,uralic,21,21,0,0,0,antq_reg_arrow_fletchery|antq_reg_brewhouse|antq_reg_brickworks|antq_reg_charcoal_hearth|antq_reg_cheese_dairy|antq_reg_fish_saltery|antq_reg_fruit_brewery|antq_reg_garum_workshop|antq_reg_grain_mill|antq_reg_hide_curing_yard|antq_reg_iron_bloomery|antq_reg_ironmongery|antq_reg_leatherworks|antq_reg_linen_weavery|antq_reg_meat_curing_yard|antq_reg_olive_press|antq_reg_pottery_kiln|antq_reg_ropewalk|antq_reg_sailmaker|antq_reg_shipyard|antq_reg_wheat_brewery
