advance,name,age,depth,track,profile,scope,role,modifier,stacking_family,engine_category,unit,ui_decimals,script_value,display_value,representative_baseline_impact,vanilla_advance_min,vanilla_advance_max,modifier_definition,historical_source
antq_codex_manuscripts,Hellenic: Codex Manuscripts,age_4_reformation,1,learning,hellenic,hellenic,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_legal_scholars,Inner Asian Steppe: Legal Scholars,age_4_reformation,1,learning,inner_asian_steppe,inner_asian_steppe,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.8;P15;CAH-XI;CAH-XII
antq_bureaucratic_education,Inner Asian Steppe: Bureaucratic Education,age_4_reformation,1,learning,inner_asian_steppe,inner_asian_steppe,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.8;P15;CAH-XI;CAH-XII
antq_commentary_traditions,Hellenic: Commentary Traditions,age_4_reformation,2,learning,hellenic,hellenic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_late_antique_schools,Inner Asian Steppe: Late Antique Schools,age_4_reformation,2,learning,inner_asian_steppe,inner_asian_steppe,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.8;P15;CAH-XI;CAH-XII
antq_doctrinal_debate,Hellenic: Doctrinal Debate,age_4_reformation,3,learning,hellenic,hellenic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_dominate_learning,Inner Asian Steppe: Dominate Learning,age_4_reformation,2,learning,inner_asian_steppe,inner_asian_steppe,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.8;P15;CAH-XI;CAH-XII
antq_monastic_libraries,Monastic Libraries,age_5_absolutism,0,learning,shared,shared,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI;CAH-XII
antq_translation_circles,Han and East Asian: Translation Circles,age_5_absolutism,1,learning,han_east_asian,han_east_asian,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_kingdom_schools,Indic: Kingdom Schools,age_5_absolutism,1,learning,indic,indic,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_clerical_recordkeeping,Han and East Asian: Clerical Recordkeeping,age_5_absolutism,2,learning,han_east_asian,han_east_asian,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_lawbook_copying,Indic: Lawbook Copying,age_5_absolutism,2,learning,indic,indic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_regional_chronicles,Regional Chronicles,age_6_revolutions,0,learning,shared,shared,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P15;CAH-XI;CAH-XII
antq_successor_scholarship,Inner Asian Steppe: Successor Scholarship,age_6_revolutions,1,learning,inner_asian_steppe,inner_asian_steppe,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.8;P15;CAH-XI;CAH-XII
antq_pilgrim_learning,Han and East Asian: Pilgrim Learning,age_6_revolutions,1,learning,han_east_asian,han_east_asian,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_migration_learning,Inner Asian Steppe: Migration Learning,age_6_revolutions,2,learning,inner_asian_steppe,inner_asian_steppe,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.8;P15;CAH-XI;CAH-XII
antq_late_antique_letters,Han and East Asian: Late Antique Letters,age_6_revolutions,2,learning,han_east_asian,han_east_asian,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_polis_archive_stewards,Hellenic: Polis Archive Stewards,age_1_traditions,1,learning,hellenic,hellenic,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_peripatetic_teaching_circles,Hellenic: Peripatetic Teaching Circles,age_1_traditions,2,learning,hellenic,hellenic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_geometric_commentary_schools,Hellenic: Geometric Commentary Schools,age_1_traditions,3,learning,hellenic,hellenic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_medical_case_histories,Hellenic: Medical Case Histories,age_1_traditions,3,learning,hellenic,hellenic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_interpolis_scholarly_correspondence,Hellenic: Interpolis Scholarly Correspondence,age_1_traditions,4,learning,hellenic,hellenic,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_agrimensor_field_books,Roman and Italic: Agrimensor Field Books,age_1_traditions,1,learning,roman_italic,roman_italic,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_augural_calendar_tables,Roman and Italic: Augural Calendar Tables,age_1_traditions,2,learning,roman_italic,roman_italic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_juristic_responsa,Roman and Italic: Juristic Responsa,age_1_traditions,3,learning,roman_italic,roman_italic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_legionary_commentarii,Roman and Italic: Legionary Commentarii,age_1_traditions,3,learning,roman_italic,roman_italic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_provincial_archive_copying,Roman and Italic: Provincial Archive Copying,age_1_traditions,4,learning,roman_italic,roman_italic,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_bamboo_slip_collation,Han and East Asian: Bamboo Slip Collation,age_1_traditions,1,learning,han_east_asian,han_east_asian,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_clerical_script_examinations,Han and East Asian: Clerical Script Examinations,age_1_traditions,2,learning,han_east_asian,han_east_asian,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_calendrical_offices,Han and East Asian: Calendrical Offices,age_1_traditions,3,learning,han_east_asian,han_east_asian,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_hydraulic_administration_manuals,Han and East Asian: Hydraulic Administration Manuals,age_1_traditions,3,learning,han_east_asian,han_east_asian,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_court_classics_recensions,Han and East Asian: Court Classics Recensions,age_1_traditions,4,learning,han_east_asian,han_east_asian,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;BHR;Bielenstein
antq_brahmi_scribal_schools,Indic: Brahmi Scribal Schools,age_1_traditions,1,learning,indic,indic,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_recitation_lineages,Indic: Recitation Lineages,age_1_traditions,2,learning,indic,indic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_ayurvedic_compendia,Indic: Ayurvedic Compendia,age_1_traditions,3,learning,indic,indic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_astronomical_reckoning,Indic: Astronomical Reckoning,age_1_traditions,3,learning,indic,indic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_monastic_text_collections,Indic: Monastic Text Collections,age_1_traditions,4,learning,indic,indic,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P15;CAH-XI
antq_route_memory_specialists,"Volga, Kama, and Northern Forest: Route Memory Specialists",age_1_traditions,1,learning,uralic,uralic,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;BSE-GORODETS;BSE-GLYADENOVO;BSE-UST-POLUY
antq_seasonal_ecological_calendars,"Volga, Kama, and Northern Forest: Seasonal Ecological Calendars",age_1_traditions,2,learning,uralic,uralic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;BSE-GORODETS;BSE-GLYADENOVO;BSE-UST-POLUY
antq_metalworking_apprenticeships,"Volga, Kama, and Northern Forest: Metalworking Apprenticeships",age_1_traditions,3,learning,uralic,uralic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;BSE-GORODETS;BSE-GLYADENOVO;BSE-UST-POLUY
antq_ritual_poetry_lineages,"Volga, Kama, and Northern Forest: Ritual Poetry Lineages",age_1_traditions,3,learning,uralic,uralic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;BSE-GORODETS;BSE-GLYADENOVO;BSE-UST-POLUY
antq_interregional_oral_exchanges,"Volga, Kama, and Northern Forest: Interregional Oral Exchanges",age_1_traditions,4,learning,uralic,uralic,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;BSE-GORODETS;BSE-GLYADENOVO;BSE-UST-POLUY
antq_temple_scribal_houses,Nile and North African: Temple Scribal Houses,age_1_traditions,1,learning,nile_north_african,nile_north_african,minor,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;PER;CAH-XI;CAH-XII
antq_demotic_greek_catalogues,Nile and North African: Demotic Greek Catalogues,age_1_traditions,2,learning,nile_north_african,nile_north_african,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;PER;CAH-XI;CAH-XII
antq_alexandrian_medical_commentaries,Nile and North African: Alexandrian Medical Commentaries,age_1_traditions,3,learning,nile_north_african,nile_north_african,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;PER;CAH-XI;CAH-XII
antq_nile_flood_observations,Nile and North African: Nile Flood Observations,age_1_traditions,3,learning,nile_north_african,nile_north_african,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;PER;CAH-XI;CAH-XII
antq_north_african_scribal_curricula,Nile and North African: North African Scribal Curricula,age_1_traditions,4,learning,nile_north_african,nile_north_african,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;PER;CAH-XI;CAH-XII
antq_second_sophistic_schools_teachers,Hellenic: Second Sophistic Schools Teachers,age_2_renaissance,1,learning,hellenic,hellenic,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_second_sophistic_schools_catalogues,Hellenic: Second Sophistic Schools Catalogues,age_2_renaissance,2,learning,hellenic,hellenic,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_second_sophistic_schools_commentaries,Hellenic: Second Sophistic Schools Commentaries,age_2_renaissance,3,learning,hellenic,hellenic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_second_sophistic_schools_observations,Hellenic: Second Sophistic Schools Observations,age_2_renaissance,3,learning,hellenic,hellenic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_second_sophistic_schools_curriculum,Hellenic: Second Sophistic Schools Curriculum,age_2_renaissance,4,learning,hellenic,hellenic,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;OCD
antq_plotinian_philosophical_circles_teachers,Hellenic: Plotinian Philosophical Circles Teachers,age_3_discovery,1,learning,hellenic,hellenic,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_plotinian_philosophical_circles_catalogues,Hellenic: Plotinian Philosophical Circles Catalogues,age_3_discovery,2,learning,hellenic,hellenic,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_plotinian_philosophical_circles_commentaries,Hellenic: Plotinian Philosophical Circles Commentaries,age_3_discovery,3,learning,hellenic,hellenic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_plotinian_philosophical_circles_observations,Hellenic: Plotinian Philosophical Circles Observations,age_3_discovery,3,learning,hellenic,hellenic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_plotinian_philosophical_circles_curriculum,Hellenic: Plotinian Philosophical Circles Curriculum,age_3_discovery,4,learning,hellenic,hellenic,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_late_antique_academy_networks_teachers,Hellenic: Late Antique Academy Networks Teachers,age_4_reformation,1,learning,hellenic,hellenic,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_late_antique_academy_networks_catalogues,Hellenic: Late Antique Academy Networks Catalogues,age_4_reformation,2,learning,hellenic,hellenic,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_late_antique_academy_networks_commentaries,Hellenic: Late Antique Academy Networks Commentaries,age_4_reformation,3,learning,hellenic,hellenic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_late_antique_academy_networks_observations,Hellenic: Late Antique Academy Networks Observations,age_4_reformation,3,learning,hellenic,hellenic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_late_antique_academy_networks_curriculum,Hellenic: Late Antique Academy Networks Curriculum,age_4_reformation,4,learning,hellenic,hellenic,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_christian_classical_dialectic_teachers,Hellenic: Christian Classical Dialectic Teachers,age_6_revolutions,1,learning,hellenic,hellenic,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_christian_classical_dialectic_catalogues,Hellenic: Christian Classical Dialectic Catalogues,age_6_revolutions,2,learning,hellenic,hellenic,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_christian_classical_dialectic_commentaries,Hellenic: Christian Classical Dialectic Commentaries,age_6_revolutions,3,learning,hellenic,hellenic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_christian_classical_dialectic_observations,Hellenic: Christian Classical Dialectic Observations,age_6_revolutions,3,learning,hellenic,hellenic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_christian_classical_dialectic_curriculum,Hellenic: Christian Classical Dialectic Curriculum,age_6_revolutions,4,learning,hellenic,hellenic,capstone,research_speed_modifier,research_speed_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_classical_juristic_responsa_teachers,Roman and Italic: Classical Juristic Responsa Teachers,age_2_renaissance,1,learning,roman_italic,roman_italic,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;OCD;CAH-XI
antq_classical_juristic_responsa_catalogues,Roman and Italic: Classical Juristic Responsa Catalogues,age_2_renaissance,2,learning,roman_italic,roman_italic,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;OCD;CAH-XI
antq_classical_juristic_responsa_commentaries,Roman and Italic: Classical Juristic Responsa Commentaries,age_2_renaissance,3,learning,roman_italic,roman_italic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;OCD;CAH-XI
antq_classical_juristic_responsa_observations,Roman and Italic: Classical Juristic Responsa Observations,age_2_renaissance,3,learning,roman_italic,roman_italic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;OCD;CAH-XI
antq_classical_juristic_responsa_curriculum,Roman and Italic: Classical Juristic Responsa Curriculum,age_2_renaissance,4,learning,roman_italic,roman_italic,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;OCD;CAH-XI
antq_third_century_rescript_bureaus_teachers,Roman and Italic: Third Century Rescript Bureaus Teachers,age_3_discovery,1,learning,roman_italic,roman_italic,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_third_century_rescript_bureaus_catalogues,Roman and Italic: Third Century Rescript Bureaus Catalogues,age_3_discovery,2,learning,roman_italic,roman_italic,standard,cultural_influence_modifier,cultural_influence_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_third_century_rescript_bureaus_commentaries,Roman and Italic: Third Century Rescript Bureaus Commentaries,age_3_discovery,3,learning,roman_italic,roman_italic,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
antq_third_century_rescript_bureaus_observations,Roman and Italic: Third Century Rescript Bureaus Observations,age_3_discovery,3,learning,roman_italic,roman_italic,standard,global_institution_growth_modifier,global_institution_growth_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XII
