tag,name,tier,kind,age,age_years,visible_cards,visible_total_points,visible_mean_points,visible_min_points,visible_max_points,opening_eligible_cards,opening_eligible_min_points,opening_eligible_max_points,status
LBD,Left-Bank Zarubintsy,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
LBD,Left-Bank Zarubintsy,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
LBD,Left-Bank Zarubintsy,3,sop,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
LBD,Left-Bank Zarubintsy,3,sop,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
LBR,Lata-Barygaza Trade Corridor,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
LBR,Lata-Barygaza Trade Corridor,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
LBR,Lata-Barygaza Trade Corridor,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
LBR,Lata-Barygaza Trade Corridor,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
LBR,Lata-Barygaza Trade Corridor,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
LBR,Lata-Barygaza Trade Corridor,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
LCH,Lake Chad Basin,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
LCH,Lake Chad Basin,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
LCH,Lake Chad Basin,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
LCH,Lake Chad Basin,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
LCH,Lake Chad Basin,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
LCH,Lake Chad Basin,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
LGB,Lugi,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
LGB,Lugi,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
LGB,Lugi,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
LGB,Lugi,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
LGB,Lugi,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
LGB,Lugi,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
LIM,Lima Culture,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
LIM,Lima Culture,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
LIM,Lima Culture,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
LIM,Lima Culture,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
LIM,Lima Culture,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
LIM,Lima Culture,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
LMP,Limpopo Hunter-Herder Networks,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
LMP,Limpopo Hunter-Herder Networks,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
LMP,Limpopo Hunter-Herder Networks,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
LMP,Limpopo Hunter-Herder Networks,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
LMP,Limpopo Hunter-Herder Networks,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
LMP,Limpopo Hunter-Herder Networks,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
LNC,Lower Niger,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
LNC,Lower Niger,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
LNC,Lower Niger,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
LNC,Lower Niger,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
LNC,Lower Niger,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
LNC,Lower Niger,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
LNO,Lanao Coast-Lake,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
LNO,Lanao Coast-Lake,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
LNO,Lanao Coast-Lake,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
LNO,Lanao Coast-Lake,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
LNO,Lanao Coast-Lake,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
LNO,Lanao Coast-Lake,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
LOU,Loulan,1,subject,age_1_traditions,95,42,4275.00,101.79,75.00,125.00,18,112.50,125.00,pass
LOU,Loulan,1,subject,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
LOU,Loulan,1,subject,age_3_discovery,92,46,9462.50,205.71,175.00,225.00,0,,,pass
LOU,Loulan,1,subject,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
LOU,Loulan,1,subject,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
LOU,Loulan,1,subject,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
LPR,Lesser-Poland Przeworsk,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
LPR,Lesser-Poland Przeworsk,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
LPR,Lesser-Poland Przeworsk,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
LPR,Lesser-Poland Przeworsk,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
LPR,Lesser-Poland Przeworsk,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
LPR,Lesser-Poland Przeworsk,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
LRC,Loja Regional-Development,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
LRC,Loja Regional-Development,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
LRC,Loja Regional-Development,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
LRC,Loja Regional-Development,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
LRC,Loja Regional-Development,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
LRC,Loja Regional-Development,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
LRP,Lore-Poso Highland,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
LRP,Lore-Poso Highland,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
LRP,Lore-Poso Highland,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
LRP,Lore-Poso Highland,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
LRP,Lore-Poso Highland,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
LRP,Lore-Poso Highland,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
LUG,Lugii,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
LUG,Lugii,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
LUG,Lugii,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
LUG,Lugii,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
LUG,Lugii,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
LUG,Lugii,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
LWM,Matano-Luwu Lake-Coast,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
LWM,Matano-Luwu Lake-Coast,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
LWM,Matano-Luwu Lake-Coast,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
LWM,Matano-Luwu Lake-Coast,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
LWM,Matano-Luwu Lake-Coast,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
LWM,Matano-Luwu Lake-Coast,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
LZC,Northwest Luzon Coastal,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
LZC,Northwest Luzon Coastal,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
LZC,Northwest Luzon Coastal,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
LZC,Northwest Luzon Coastal,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
LZC,Northwest Luzon Coastal,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
LZC,Northwest Luzon Coastal,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
MAH,Mahan,2,sop,age_1_traditions,95,37,3725.00,100.68,75.00,125.00,15,87.50,125.00,pass
MAH,Mahan,2,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
MAH,Mahan,2,sop,age_3_discovery,92,41,8437.50,205.79,175.00,225.00,0,,,pass
MAH,Mahan,2,sop,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
MAH,Mahan,2,sop,age_5_absolutism,19,16,4887.50,305.47,275.00,325.00,0,,,pass
MAH,Mahan,2,sop,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
MAL,Malay Polities,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
MAL,Malay Polities,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MAL,Malay Polities,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
MAL,Malay Polities,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MAL,Malay Polities,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MAL,Malay Polities,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
MAM,Middle Amur Pol'tse Horizon,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
MAM,Middle Amur Pol'tse Horizon,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
MAM,Middle Amur Pol'tse Horizon,3,sop,age_3_discovery,92,42,8687.50,206.85,175.00,225.00,0,,,pass
MAM,Middle Amur Pol'tse Horizon,3,sop,age_4_reformation,92,46,11762.50,255.71,225.00,275.00,0,,,pass
MAM,Middle Amur Pol'tse Horizon,3,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
MAM,Middle Amur Pol'tse Horizon,3,sop,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
MAU,Mauretania,1,subject,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,17,112.50,125.00,pass
MAU,Mauretania,1,subject,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
MAU,Mauretania,1,subject,age_3_discovery,92,42,8687.50,206.85,175.00,225.00,0,,,pass
MAU,Mauretania,1,subject,age_4_reformation,92,46,11762.50,255.71,225.00,275.00,0,,,pass
MAU,Mauretania,1,subject,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
MAU,Mauretania,1,subject,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
MAY,Early Maya Polities,3,country,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,13,100.00,125.00,pass
MAY,Early Maya Polities,3,country,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MAY,Early Maya Polities,3,country,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
MAY,Early Maya Polities,3,country,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MAY,Early Maya Polities,3,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MAY,Early Maya Polities,3,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MBC,Central Michoacan Basin,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
MBC,Central Michoacan Basin,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MBC,Central Michoacan Basin,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
MBC,Central Michoacan Basin,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MBC,Central Michoacan Basin,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MBC,Central Michoacan Basin,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MBL,Manila Bay-Laguna,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
MBL,Manila Bay-Laguna,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MBL,Manila Bay-Laguna,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
MBL,Manila Bay-Laguna,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MBL,Manila Bay-Laguna,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MBL,Manila Bay-Laguna,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
MCM,Marcomanni,1,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
MCM,Marcomanni,1,country,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
MCM,Marcomanni,1,country,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
MCM,Marcomanni,1,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
MCM,Marcomanni,1,country,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
MCM,Marcomanni,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MDN,Mudan Basin,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
MDN,Mudan Basin,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
MDN,Mudan Basin,3,sop,age_3_discovery,92,42,8687.50,206.85,175.00,225.00,0,,,pass
MDN,Mudan Basin,3,sop,age_4_reformation,92,46,11762.50,255.71,225.00,275.00,0,,,pass
MDN,Mudan Basin,3,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
MDN,Mudan Basin,3,sop,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
MDR,Mindoro Maritime,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
MDR,Mindoro Maritime,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MDR,Mindoro Maritime,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
MDR,Mindoro Maritime,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MDR,Mindoro Maritime,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MDR,Mindoro Maritime,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
MHK,Mahakam River Networks,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
MHK,Mahakam River Networks,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MHK,Mahakam River Networks,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
MHK,Mahakam River Networks,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MHK,Mahakam River Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MHK,Mahakam River Networks,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
MHP,Mohawk Point Peninsula,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
MHP,Mohawk Point Peninsula,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MHP,Mohawk Point Peninsula,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
MHP,Mohawk Point Peninsula,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MHP,Mohawk Point Peninsula,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MHP,Mohawk Point Peninsula,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MIM,Manimi,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
MIM,Manimi,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
MIM,Manimi,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
MIM,Manimi,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
MIM,Manimi,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
MIM,Manimi,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MKS,South Sulawesi Coastal,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
MKS,South Sulawesi Coastal,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MKS,South Sulawesi Coastal,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
MKS,South Sulawesi Coastal,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MKS,South Sulawesi Coastal,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MKS,South Sulawesi Coastal,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
MLA,Malao,2,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
MLA,Malao,2,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
MLA,Malao,2,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
MLA,Malao,2,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
MLA,Malao,2,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
MLA,Malao,2,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
MLD,Maldivian Atoll Networks,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
MLD,Maldivian Atoll Networks,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
MLD,Maldivian Atoll Networks,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
MLD,Maldivian Atoll Networks,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
MLD,Maldivian Atoll Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MLD,Maldivian Atoll Networks,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
MLL,Malla Assemblies,2,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
MLL,Malla Assemblies,2,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
MLL,Malla Assemblies,2,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
MLL,Malla Assemblies,2,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
MLL,Malla Assemblies,2,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MLL,Malla Assemblies,2,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
MNG,Middle Niger,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
MNG,Middle Niger,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
MNG,Middle Niger,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
MNG,Middle Niger,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
MNG,Middle Niger,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
MNG,Middle Niger,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
MNH,North Sulawesi Peninsula,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
MNH,North Sulawesi Peninsula,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MNH,North Sulawesi Peninsula,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
MNH,North Sulawesi Peninsula,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MNH,North Sulawesi Peninsula,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MNH,North Sulawesi Peninsula,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
MNP,Manapii,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
MNP,Manapii,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
MNP,Manapii,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
MNP,Manapii,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
MNP,Manapii,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
MNP,Manapii,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MOK,Moskva-Oka Late Dyakovo Culture,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
MOK,Moskva-Oka Late Dyakovo Culture,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
MOK,Moskva-Oka Late Dyakovo Culture,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
MOK,Moskva-Oka Late Dyakovo Culture,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
MOK,Moskva-Oka Late Dyakovo Culture,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
MOK,Moskva-Oka Late Dyakovo Culture,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
MON,Mon Precursors,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
MON,Mon Precursors,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MON,Mon Precursors,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
MON,Mon Precursors,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MON,Mon Precursors,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MON,Mon Precursors,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
MOS,Mosyllon,2,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
MOS,Mosyllon,2,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
MOS,Mosyllon,2,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
MOS,Mosyllon,2,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
MOS,Mosyllon,2,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
MOS,Mosyllon,2,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
MRF,Morelos Formative,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
MRF,Morelos Formative,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MRF,Morelos Formative,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
MRF,Morelos Formative,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MRF,Morelos Formative,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MRF,Morelos Formative,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MRG,Margiana,1,subject,age_1_traditions,95,42,4275.00,101.79,75.00,125.00,18,112.50,125.00,pass
MRG,Margiana,1,subject,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
MRG,Margiana,1,subject,age_3_discovery,92,46,9462.50,205.71,175.00,225.00,0,,,pass
MRG,Margiana,1,subject,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
MRG,Margiana,1,subject,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
MRG,Margiana,1,subject,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
MRH,Cajamarca-Marcahuamachuco,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
MRH,Cajamarca-Marcahuamachuco,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
MRH,Cajamarca-Marcahuamachuco,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
MRH,Cajamarca-Marcahuamachuco,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
MRH,Cajamarca-Marcahuamachuco,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
MRH,Cajamarca-Marcahuamachuco,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
MRN,Marwar-Nagaur Caravan Networks,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
MRN,Marwar-Nagaur Caravan Networks,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
