location,local_map_area,role,source
usak,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
ushmum_tannah,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
uskudar,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
uzice,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
valjevo,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
varna,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
velbuzd,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
veles,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
veligosti,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
veliki_preslav,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
veria,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
viannos,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
vidin,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
visegrad,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
visesav,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
vonitsa,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
vostitsa,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
vranje,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
vratsa,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
wadi_el_natrun,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
warrada,sinai_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
xylokastro,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
yalvac,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
yenicepazari,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
yuksekkum,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
zakynthos,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
zemlungrad,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
zetounion,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
zica,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
