design_tag,engine_tag,kind,government_source,reform,estate_profile,visible_privilege_count,profile_privilege_count,exact_privilege_count,visible_privileges
USD,USD,sop,sourced,antq_tribal_kingdom,tribal,10,6,4,antq_hibernian_cattle_compacts|antq_hibernian_maritime_followings|antq_hibernian_ritual_specialists|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
IBG,IBG,sop,sourced,antq_tribal_kingdom,tribal,10,6,4,antq_hibernian_cattle_compacts|antq_hibernian_maritime_followings|antq_hibernian_ritual_specialists|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CND,XFH,sop,sourced,antq_tribal_kingdom,tribal,10,6,4,antq_hibernian_cattle_compacts|antq_hibernian_maritime_followings|antq_hibernian_ritual_specialists|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MNP,XFI,sop,sourced,antq_tribal_kingdom,tribal,10,6,4,antq_hibernian_cattle_compacts|antq_hibernian_maritime_followings|antq_hibernian_ritual_specialists|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CCI,CCI,sop,sourced,antq_tribal_kingdom,tribal,10,6,4,antq_hibernian_cattle_compacts|antq_hibernian_maritime_followings|antq_hibernian_ritual_specialists|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
EBL,EBL,sop,sourced,antq_tribal_kingdom,tribal,10,6,4,antq_hibernian_cattle_compacts|antq_hibernian_maritime_followings|antq_hibernian_ritual_specialists|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
DAC,DAC,country,sourced,antq_dacian_divided_kingships,dacian,6,6,0,antq_dacian_cultivator_herd_compacts|antq_dacian_hillfort_house_hearings|antq_dacian_mining_smithing_safe_conducts|antq_dacian_mountain_pass_guarantees|antq_dacian_mounted_following_terms|antq_dacian_sanctuary_oath_custody
GET,GET,sop,sourced,antq_tribal_kingdom,tribal,7,6,1,antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BAS,XCD,sop,sourced,antq_tribal_kingdom,tribal,7,6,1,antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
IAZ,IAZ,country,sourced,antq_tribal_kingdom,tribal,7,6,1,antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ROX,ROX,country,sourced,antq_tribal_kingdom,tribal,7,6,1,antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
AOR,AOR,country,sourced,antq_tribal_kingdom,tribal,7,6,1,antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SIR,XCE,country,sourced,antq_tribal_kingdom,tribal,7,6,1,antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ALA,XCF,country,sourced,antq_tribal_kingdom,tribal,7,6,1,antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KNG,XCI,country,sourced,antq_kangju_confederated_kingship,steppe,7,6,1,antq_steppe_cauldron_and_rite_custody|antq_steppe_clan_autonomy|antq_steppe_gift_circulation_obligations|antq_steppe_herding_household_remounts|antq_steppe_mounted_retinue_quotas|antq_steppe_seasonal_pasture_circuits|antq_steppe_wing_council_precedence
WSN,WSN,country,sourced,antq_wusun_kunmi_confederacy,steppe,7,6,1,antq_steppe_cauldron_and_rite_custody|antq_steppe_clan_autonomy|antq_steppe_gift_circulation_obligations|antq_steppe_herding_household_remounts|antq_steppe_mounted_retinue_quotas|antq_steppe_seasonal_pasture_circuits|antq_steppe_wing_council_precedence
DAY,DAY,country,sourced,antq_dayuan_oasis_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
SOG,SOG,sop,sourced,antq_sogdian_city_compact,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
KHW,KHW,country,sourced,antq_regional_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
XIA,XIA,country,sourced,antq_xianbei_eastern_confederacy,xianbei,6,6,0,antq_xianbei_chiefly_assembly_hearings|antq_xianbei_federated_lineage_guarantees|antq_xianbei_frontier_broker_safe_conducts|antq_xianbei_herding_circuit_compacts|antq_xianbei_mounted_following_service|antq_xianbei_seasonal_oath_custody
WHU,WHU,country,sourced,antq_tribal_kingdom,tribal,7,6,1,antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
DNG,XCJ,sop,sourced,antq_tribal_kingdom,tribal,7,6,1,antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
PYU,PYU,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MON,XCK,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KHM,XCL,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MAL,XCM,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
JAV,JAV,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
LZC,LZC,sop,sourced,antq_philippine_coastal_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CXR,CXR,sop,sourced,antq_philippine_coastal_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MBL,XGX,sop,sourced,antq_philippine_coastal_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BCP,BCP,sop,sourced,antq_philippine_coastal_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MDR,XGY,sop,sourced,antq_philippine_cave_coast_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
PNY,PNY,sop,sourced,antq_philippine_mortuary_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
NGR,XGZ,sop,sourced,antq_philippine_mortuary_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CBH,XHA,sop,sourced,antq_philippine_island_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
PLW,PLW,sop,sourced,antq_philippine_cave_coast_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
AGS,AGS,sop,sourced,antq_philippine_coastal_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
LNO,XHB,sop,sourced,antq_philippine_coastal_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
PCT,XHC,sop,sourced,antq_philippine_coastal_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MTT,MTT,sop,sourced,antq_philippine_mortuary_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ZBG,ZBG,sop,sourced,antq_philippine_coastal_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SLU,SLU,sop,sourced,antq_philippine_island_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
NBR,NBR,sop,sourced,antq_borneo_cave_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
RSW,RSW,sop,sourced,antq_borneo_coastal_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KSB,KSB,sop,sourced,antq_borneo_coastal_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
NEB,NEB,sop,sourced,antq_borneo_coastal_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SGK,SGK,sop,sourced,antq_borneo_cave_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MHK,XDM,sop,sourced,antq_borneo_interior_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KPM,KPM,sop,sourced,antq_borneo_interior_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
WBC,WBC,sop,sourced,antq_borneo_coastal_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CSB,XGL,sop,sourced,antq_borneo_interior_river_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BPR,XGM,sop,sourced,antq_borneo_foothill_iron_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
TON,XCO,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
TEO,XCQ,country,sourced,antq_mesoamerican_urban_ritual_center,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CUI,XCR,country,sourced,antq_mesoamerican_formative_civic_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MAY,XCS,country,fallback,antq_regional_kingship,royal,6,6,0,antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
ZAP,XCU,country,fallback,antq_regional_kingship,royal,6,6,0,antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
EPI,XCV,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
NYS,XGU,sop,sourced,antq_west_mexican_shaft_tomb_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
TJC,TJC,sop,sourced,antq_teuchitlan_civic_center_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SJB,SJB,sop,sourced,antq_west_mexican_shaft_tomb_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
COL,XGV,sop,sourced,antq_west_mexican_shaft_tomb_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BJC,BJC,sop,sourced,antq_west_mexican_basin_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
PHC,PHC,sop,sourced,antq_west_mexican_basin_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MBC,MBC,sop,sourced,antq_west_mexican_basin_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
TVC,TVC,sop,sourced,antq_west_mexican_basin_community_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MZC,MZC,sop,sourced,antq_west_mexican_highland_corridor_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
JZH,JZH,sop,sourced,antq_west_mexican_highland_corridor_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SDR,XGW,sop,sourced,antq_sonoran_desert_farming_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
HOP,XCY,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BSK,XCZ,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
DOR,DOR,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
PPA,PPA,sop,sourced,antq_point_peninsula_seasonal_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MHP,MHP,sop,sourced,antq_point_peninsula_seasonal_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
FLP,FLP,sop,sourced,antq_point_peninsula_seasonal_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
HVI,HVI,sop,sourced,antq_havana_hopewell_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ABW,XHH,sop,sourced,antq_havana_hopewell_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CMW,CMW,sop,sourced,antq_central_mississippi_woodland_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MRW,XHI,sop,sourced,antq_central_mississippi_woodland_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KCP,KCP,sop,sourced,antq_kansas_city_hopewell_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
GER,XDK,sop,sourced,antq_tribal_kingdom,tribal,10,6,4,antq_germanic_assembly_acclamation|antq_germanic_household_retainers|antq_germanic_sacred_grove_custodians|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ARI,XFZ,subject,sourced,antq_arian_satrapal_court,iranian,7,6,1,antq_iranian_caravan_toll_compacts|antq_iranian_great_house_counsel|antq_iranian_irrigation_labor_compacts|antq_iranian_mounted_host_compacts|antq_iranian_safe_conduct_guarantees|antq_iranian_temple_endowment_registers|antq_regional_royal_court
YNC,YNC,country,sourced,antq_yancai_aorsi_confederacy,steppe,7,6,1,antq_steppe_cauldron_and_rite_custody|antq_steppe_clan_autonomy|antq_steppe_gift_circulation_obligations|antq_steppe_herding_household_remounts|antq_steppe_mounted_retinue_quotas|antq_steppe_seasonal_pasture_circuits|antq_steppe_wing_council_precedence
SRY,SRY,sop,sourced,antq_saryarka_late_iron_network,tribal,7,6,1,antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
GMU,GMU,subject,sourced,antq_han_western_regions_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
QIM,XGA,subject,sourced,antq_han_western_regions_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
YQI,YQI,subject,sourced,antq_han_western_regions_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
SHC,SHC,subject,sourced,antq_han_western_regions_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
PUL,PUL,subject,sourced,antq_han_western_regions_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
FJS,FJS,subject,sourced,antq_han_western_regions_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
IWL,IWL,subject,sourced,antq_han_western_regions_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
DNH,DNH,subject,sourced,antq_han_western_regions_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
HMR,HMR,sop,sourced,antq_mahan_small_state_league,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
GMR,GMR,sop,sourced,antq_mahan_small_state_league,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
