tag,name,kind,region,government_resolution,reform,programme_profile,programme_count,setting_tied_count,aptitudes,modifier_family_count,programmes,status
HOP,Hopewell Sphere,sop,North America,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_woodland_copper_mica_exchanges;antq_regprog_woodland_canoe_portage_marks;antq_regprog_woodland_hunt_cache_pits;antq_regprog_woodland_earthwork_labor_cords,pass
BSK,Basketmaker II,sop,North America,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_woodland_copper_mica_exchanges;antq_regprog_woodland_canoe_portage_marks;antq_regprog_woodland_hunt_cache_pits;antq_regprog_woodland_earthwork_labor_cords,pass
DOR,Dorset,sop,North America,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_woodland_copper_mica_exchanges;antq_regprog_woodland_canoe_portage_marks;antq_regprog_woodland_hunt_cache_pits;antq_regprog_woodland_earthwork_labor_cords,pass
PPA,Adirondack-St Lawrence,sop,North America,explicit_government_ledger,antq_point_peninsula_seasonal_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_woodland_copper_mica_exchanges;antq_regprog_woodland_canoe_portage_marks;antq_regprog_woodland_hunt_cache_pits;antq_regprog_woodland_earthwork_labor_cords,pass
MHP,Mohawk Point Peninsula,sop,North America,explicit_government_ledger,antq_point_peninsula_seasonal_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_woodland_copper_mica_exchanges;antq_regprog_woodland_canoe_portage_marks;antq_regprog_woodland_hunt_cache_pits;antq_regprog_woodland_earthwork_labor_cords,pass
FLP,Finger Lakes Peninsula,sop,North America,explicit_government_ledger,antq_point_peninsula_seasonal_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_woodland_copper_mica_exchanges;antq_regprog_woodland_canoe_portage_marks;antq_regprog_woodland_hunt_cache_pits;antq_regprog_woodland_earthwork_labor_cords,pass
HVI,Havana-Illinois Valley,sop,North America,explicit_government_ledger,antq_havana_hopewell_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_woodland_copper_mica_exchanges;antq_regprog_woodland_canoe_portage_marks;antq_regprog_woodland_hunt_cache_pits;antq_regprog_woodland_earthwork_labor_cords,pass
ABW,American Bottom Woodland,sop,North America,explicit_government_ledger,antq_havana_hopewell_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_woodland_copper_mica_exchanges;antq_regprog_woodland_canoe_portage_marks;antq_regprog_woodland_hunt_cache_pits;antq_regprog_woodland_earthwork_labor_cords,pass
CMW,Mississippi Woodland,sop,North America,explicit_government_ledger,antq_central_mississippi_woodland_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_woodland_copper_mica_exchanges;antq_regprog_woodland_canoe_portage_marks;antq_regprog_woodland_hunt_cache_pits;antq_regprog_woodland_earthwork_labor_cords,pass
MRW,Meramec-Missouri Woodland,sop,North America,explicit_government_ledger,antq_central_mississippi_woodland_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_woodland_copper_mica_exchanges;antq_regprog_woodland_canoe_portage_marks;antq_regprog_woodland_hunt_cache_pits;antq_regprog_woodland_earthwork_labor_cords,pass
KCP,Lower Missouri Hopewell,sop,North America,explicit_government_ledger,antq_kansas_city_hopewell_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_woodland_copper_mica_exchanges;antq_regprog_woodland_canoe_portage_marks;antq_regprog_woodland_hunt_cache_pits;antq_regprog_woodland_earthwork_labor_cords,pass
GER,Angrivarii,sop,Germania,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
ARI,Aria,subject,Central Asia,explicit_government_ledger,antq_arian_satrapal_court,iranian,11,11,adm;dip;mil,13,antq_iranian_noble_host_musters;antq_iranian_royal_road_couriers;antq_iranian_satrapal_accounts;antq_iranian_caravan_protection;antq_iranian_dynastic_arbitration;antq_iranian_dynastic_succession_dockets;antq_iranian_subkingdom_tribute_returns;antq_iranian_royal_domain_accounts;antq_iranian_mounted_host_registers;antq_iranian_river_caravan_customs;antq_iranian_hostage_oath_registers,pass
YNC,Yancai,country,Central Asia,explicit_government_ledger,antq_yancai_aorsi_confederacy,steppe,11,7,adm;dip;mil,13,antq_steppe_pasture_circuits;antq_steppe_wing_musters;antq_steppe_gift_circulation;antq_steppe_envoy_circuits;antq_steppe_remount_registers;antq_steppe_pasture_circuit_tallies;antq_steppe_remount_herd_levies;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
SRY,Saryarka Late Iron-Age Horizon,sop,Central Asia,explicit_government_ledger,antq_saryarka_late_iron_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
GMU,Gumo,subject,Tarim,explicit_government_ledger,antq_han_western_regions_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
QIM,Qiemo,subject,Tarim,explicit_government_ledger,antq_han_western_regions_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
YQI,Yanqi,subject,Tarim,explicit_government_ledger,antq_han_western_regions_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
SHC,Shache,subject,Tarim,explicit_government_ledger,antq_han_western_regions_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
PUL,Puli,subject,Tarim,explicit_government_ledger,antq_han_western_regions_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
FJS,Further Jushi,subject,Tarim,explicit_government_ledger,antq_han_western_regions_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
IWL,Yiwulu,subject,Tarim,explicit_government_ledger,antq_han_western_regions_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
DNH,Danhuan,subject,Tarim,explicit_government_ledger,antq_han_western_regions_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
HMR,Han River Mahan,sop,Korea,explicit_government_ledger,antq_mahan_small_state_league,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
GMR,Geum River Mahan,sop,Korea,explicit_government_ledger,antq_mahan_small_state_league,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
MAM,Middle Amur Pol'tse Horizon,sop,Steppe,explicit_government_ledger,antq_amur_forest_river_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
LAM,Lower Amur Estuary Networks,sop,Steppe,explicit_government_ledger,antq_amur_forest_river_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
SKH,Sakhalin Paleometal,sop,Steppe,explicit_government_ledger,antq_sakhalin_maritime_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
YIL,Ussuri-Sanjiang Yilou Horizon,sop,Steppe,explicit_government_ledger,antq_ussuri_poltsian_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
MDN,Mudan Basin,sop,Steppe,explicit_government_ledger,antq_ussuri_poltsian_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
WJO,Northern Okjeo Corridor,sop,Steppe,explicit_government_ledger,antq_northern_okjeo_corridor,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
ZHZ,Zhang Zhung,country,Central Asia,explicit_government_ledger,antq_zhangzhung_plateau_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
SMP,Sumpa,country,Central Asia,explicit_government_ledger,antq_sumpa_highland_confederacy,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
CTP,Changtang Pastoral Networks,sop,Central Asia,explicit_government_ledger,antq_changtang_pastoral_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
YAR,Bangga-Yarlung Horizon,sop,Central Asia,explicit_government_ledger,antq_central_plateau_agropastoral_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
UTV,Central Tsangpo Valley Network,sop,Central Asia,explicit_government_ledger,antq_central_plateau_agropastoral_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
TSG,Western Tsang Valley Network,sop,Central Asia,explicit_government_ledger,antq_central_plateau_agropastoral_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
QMC,Qamdo River-Corridor Network,sop,Central Asia,explicit_government_ledger,antq_eastern_plateau_corridor_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
DRC,Drichu Highland Network,sop,Central Asia,explicit_government_ledger,antq_eastern_plateau_corridor_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
EPC,Eastern Plateau Corridor Network,sop,Central Asia,explicit_government_ledger,antq_eastern_plateau_corridor_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
BED,Chaulotaeans,sop,Arabia,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,14,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_semitic_well_right_stones;antq_regprog_semitic_incense_caravan_seals;antq_regprog_semitic_date_grove_shares;antq_regprog_semitic_high_place_incense,pass
SIB,Tes-Tashtyk Transition,sop,Steppe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_inner_oasis_canal_turns;antq_regprog_inner_caravan_seal_packets;antq_regprog_inner_remount_bit_stores;antq_regprog_inner_fire_and_gift_plaques,pass
GNG,Magadha,country,India,explicit_government_ledger,antq_northern_indian_coin_kingship,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
AUD,Audumbara,sop,India,explicit_government_ledger,antq_indian_ganasangha,gana,11,7,adm;dip;mil,14,antq_gana_clan_delegates;antq_gana_assembly_arbitration;antq_gana_confederate_muster;antq_gana_road_hospitality;antq_gana_communal_granaries;antq_gana_clan_seat_rotation;antq_gana_irrigation_labor_registers;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
NMS,Northern Satrapy of Mathura,country,India,explicit_government_ledger,antq_indo_scythian_kingship,iranian,11,11,adm;dip;mil,13,antq_iranian_noble_host_musters;antq_iranian_royal_road_couriers;antq_iranian_satrapal_accounts;antq_iranian_caravan_protection;antq_iranian_dynastic_arbitration;antq_iranian_dynastic_succession_dockets;antq_iranian_subkingdom_tribute_returns;antq_iranian_royal_domain_accounts;antq_iranian_mounted_host_registers;antq_iranian_river_caravan_customs;antq_iranian_hostage_oath_registers,pass
PCM,Panchala Mitra Kingdom,country,India,explicit_government_ledger,antq_northern_indian_coin_kingship,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
KSM,Kaushambi Mitra Kingdom,country,India,explicit_government_ledger,antq_northern_indian_coin_kingship,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
AYM,Ayodhya Mitra Kingdom,country,India,explicit_government_ledger,antq_northern_indian_coin_kingship,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
KSH,Kashi Janapada,country,India,explicit_government_ledger,antq_northern_indian_coin_kingship,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
MLL,Malla Assemblies,sop,India,explicit_government_ledger,antq_indian_ganasangha,gana,11,7,adm;dip;mil,14,antq_gana_clan_delegates;antq_gana_assembly_arbitration;antq_gana_confederate_muster;antq_gana_road_hospitality;antq_gana_communal_granaries;antq_gana_clan_seat_rotation;antq_gana_irrigation_labor_registers;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
VDJ,Videha Janapada,sop,India,explicit_government_ledger,antq_indian_ganasangha,gana,11,7,adm;dip;mil,14,antq_gana_clan_delegates;antq_gana_assembly_arbitration;antq_gana_confederate_muster;antq_gana_road_hospitality;antq_gana_communal_granaries;antq_gana_clan_seat_rotation;antq_gana_irrigation_labor_registers;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
AGA,Anga Janapada,country,India,explicit_government_ledger,antq_northern_indian_coin_kingship,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
PDR,Pundravardhana,country,India,explicit_government_ledger,antq_pundranagara_urban_kingship,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
RAR,Rarh,sop,India,explicit_government_ledger,antq_bengal_riverine_community_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
VNG,Vanga,sop,India,explicit_government_ledger,antq_bengal_riverine_community_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
