design_tag,government_type,heir_selection,ruler,heir,consort,active_regent,regency,start_regency_date,end_regency_date,reform,privileges,laws,societal_values,source,confidence,note
ADI,monarchy,cognatic_primogeniture,antq_monobazus_i,,,,,,,antq_parthian_subkingdom,antq_parthian_subking_autonomy,antq_parthian_subking_law=antq_regional_court_compact,centralization_vs_decentralization=-15|aristocracy_vs_plutocracy=-35|capital_economy_vs_traditional_economy=25,P8.2;P13;OCD;PLE;IRAN-ADI;CAM-ADI,contested,Technical Parthian-facing profile for Monobazus I's source-qualified Adiabenian court; precise accession and later succession remain deferred.
GOR,monarchy,cognatic_primogeniture,random,,,,,,,antq_parthian_subkingdom,antq_parthian_subking_autonomy,antq_parthian_subking_law=antq_regional_court_compact,centralization_vs_decentralization=-20|aristocracy_vs_plutocracy=-35|capital_economy_vs_traditional_economy=20,P8.2;P13;OCD;PLE,contested,Anonymous Parthian-facing profile for Gordyene; the documented named-ruler gap remains open.
SKT,monarchy,cognatic_primogeniture,random,,,,,,,antq_parthian_subkingdom,antq_parthian_subking_autonomy,antq_parthian_subking_law=antq_regional_court_compact,centralization_vs_decentralization=-20|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=30,P8.2;P13;CAH-XI,contested,Anonymous Parthian-facing profile for Sakastan; no campaign-boundary ruler is inferred.
MRG,monarchy,cognatic_primogeniture,random,,,,,,,antq_parthian_subkingdom,antq_parthian_subking_autonomy,antq_parthian_subking_law=antq_regional_court_compact,centralization_vs_decentralization=-20|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=30,P8.2;P13;CAH-XI,contested,Anonymous Parthian-facing profile for Margiana; no campaign-boundary ruler is inferred.
ALC,monarchy,cognatic_primogeniture,random,,,,,,,antq_buffer_kingdom,antq_border_court_autonomy,antq_buffer_kingdom_law=antq_balanced_allegiance,centralization_vs_decentralization=5|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=30,P8.2;P13;OCD;PLE,contested,Anonymous frontier-court profile for Caucasian Albania; the external alignment remains M9 work.
SAB,monarchy,cognatic_primogeniture,random,,,,,,,antq_sabaean_marib_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=10|traditionalist_vs_innovative=-15|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=40,P8.5;P8.6;P11;P13;CAH-XI;UNESCO-SABA;UNESCO-INCENSE,contested,Anonymous Sabaean Ma'rib waterwork sanctuary and incense-route profile; the documented named-ruler gap remains explicit and no ruler is invented.
HIM,monarchy,cognatic_primogeniture,random,,,,,,,antq_himyarite_terrace_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=15|traditionalist_vs_innovative=-10|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=40,P8.5;P8.6;P11;P13;CAH-XI;OCD-HIM;HIMYAR-HIST;OUP-REDSEA,contested,Dedicated Himyarite highland and terrace profile with an anonymous opening ruler; the named-ruler gap remains explicit and no complete AD 1 office hierarchy is invented.
QAT,monarchy,cognatic_primogeniture,random,,,,,,,antq_regional_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=10|traditionalist_vs_innovative=-15|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=40,P8.6;P13;CAH-XI,contested,Anonymous regional-kingship profile for Qataban; the documented named-ruler gap remains open.
HAD,monarchy,cognatic_primogeniture,random,,,,,,,antq_regional_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=10|traditionalist_vs_innovative=-15|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=40,P8.6;P13;CAH-XI,contested,Anonymous regional-kingship profile for Hadramawt; no campaign-boundary ruler is inferred.
KIN,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-35|traditionalist_vs_innovative=-35|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=60,P8.6;P13;CAH-XI;PLE,contested,Anonymous tribal profile for Kindah; no campaign-boundary ruler or unitary court is inferred.
THM,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-45|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=70,PLN-ARAB;STR-ARAB;THAMUD-EPIG;P13,contested,Anonymous decentralized Thamud campaign government; the source set establishes a people-name rather than a unitary court.
AGR,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-35|traditionalist_vs_innovative=-35|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=55,STR-ARAB;PLN-ARAB;P13,contested,Anonymous Agraean oasis-route council profile; no campaign-boundary ruler or centralized kingdom is inferred.
GRH,monarchy,cognatic_primogeniture,random,,,,,,,antq_regional_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=15|traditionalist_vs_innovative=-5|aristocracy_vs_plutocracy=10|capital_economy_vs_traditional_economy=10,OCD-GERRHA;THAJ-ARCH;P13,contested,Anonymous Gerrha trade-polity profile; exact institutions and the capital-site identification remain disputed.
QTR,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-30|traditionalist_vs_innovative=-30|aristocracy_vs_plutocracy=-35|capital_economy_vs_traditional_economy=35,PLN-ARAB;PTO-ARAB;P13,contested,Anonymous Cataraean Gulf-coast council profile based on a later comparative witness; no unitary AD 1 state is inferred.
OMN,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-35|traditionalist_vs_innovative=-30|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=45,PLN-ARAB;PLE;P13,contested,Anonymous Omanitae coast-and-interior council profile; ancient Omana's exact location and political structure remain disputed.
BED,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-45|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=70,STR-ARAB;P8.6;P13,contested,Anonymous decentralized Chaulotaean campaign government; Fayd is a route anchor rather than an asserted royal seat.
SAT,monarchy,cognatic_primogeniture,random,,,,,,,antq_satavahana_deccan_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=15|traditionalist_vs_innovative=-10|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=30,P8.4;P11;P13;CAH-XI,contested,Dedicated Deccan kingship profile with an anonymous opening ruler for the Satavahana succession gap; titled houses and guild exchange are modeled without inventing a named AD 1 ruler.
KAL,monarchy,cognatic_primogeniture,random,,,,,,,antq_regional_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=10|traditionalist_vs_innovative=-10|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=30,P8.4;P13;CAH-XI,contested,Anonymous regional-kingship profile for Kalinga and the Mahameghavahana context.
CHE,monarchy,cognatic_primogeniture,random,,,,,,,antq_regional_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=10|traditionalist_vs_innovative=-10|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=40,P8.4;P13;PER,contested,Anonymous regional-kingship profile for Chera in the Sangam-era trade setting.
CHL,monarchy,cognatic_primogeniture,random,,,,,,,antq_regional_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=10|traditionalist_vs_innovative=-10|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=40,P8.4;P13;PER;PLE,contested,Anonymous regional-kingship profile for Chola in the Sangam-era trade setting.
PND,monarchy,cognatic_primogeniture,random,,,,,,,antq_regional_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=10|traditionalist_vs_innovative=-10|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=40,P8.4;P13;PER,contested,Anonymous regional-kingship profile for Pandya in the Sangam-era trade setting.
AKS,tribe,tribal_oldest_male,random,,,,,,,antq_advanced_chiefdom,antq_chiefly_court,antq_chiefdom_governance_law=antq_chiefly_governance,centralization_vs_decentralization=10|traditionalist_vs_innovative=-15|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=30,P8.5;P13;PER,contested,Anonymous advanced-chiefdom profile for emerging Aksum before later imperialization.
GAR,monarchy,cognatic_primogeniture,random,,,,,,,antq_garamantian_oasis_state,antq_garamantian_leading_oasis_hearings,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=10|traditionalist_vs_innovative=-20|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=35,P8.5;P13;CAH-XI;PLE;LEICESTER-TRANSSAHARA;BILNAS-GARAMANTES,secure,Anonymous Garamantian oasis-state profile grounded in urbanized settlements irrigation mobility and exchange; no named AD 1 ruler or office hierarchy is invented.
BLM,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-35|traditionalist_vs_innovative=-35|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=65,P8.5;P13;CAH-XI;PLE,contested,Anonymous tribal profile for Blemmyan societies; no unitary AD 1 ruler is inferred.
BEJ,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-40|traditionalist_vs_innovative=-40|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=70,P8.5;P13;CAH-XI,contested,Anonymous tribal profile for Beja societies; no unitary AD 1 ruler is inferred.
DJN,republic,oligarchic_elective,random,,,,,,,antq_settled_town_cluster,antq_town_cluster_council,antq_town_cluster_law=antq_town_cluster_council_governance,centralization_vs_decentralization=-10|traditionalist_vs_innovative=-20|aristocracy_vs_plutocracy=-10|capital_economy_vs_traditional_economy=35,P8.5;P13;CAH-XI,contested,Anonymous settled-town-cluster profile for Djenné-Djenno; no monarch or exact council constitution is inferred.
DAC,tribe,tribal_oldest_male,random,,,,,,,antq_dacian_divided_kingships,antq_dacian_hillfort_house_hearings,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-25|traditionalist_vs_innovative=-35|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=55,P8.7;P13;CAH-XI;PLE;STR-GEO-7.3.11,contested,Anonymous divided Dacian-ruler profile after Burebista; no single AD 1 crown Decebalan state or centralized priesthood is projected backward.
GET,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-35|traditionalist_vs_innovative=-35|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=60,P8.7;P13;CAH-XI,contested,Anonymous tribal profile for Getic societies; no unitary AD 1 ruler is inferred.
BAS,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-40|traditionalist_vs_innovative=-40|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=65,P8.7;P13;CAH-XI,contested,Anonymous tribal profile for Bastarnae societies; no unitary AD 1 ruler is inferred.
IAZ,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-40|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=70,P8.7;P13;CAH-XI,contested,Anonymous tribal profile for Iazyges before their later Tisza migration path.
ROX,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-40|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=70,P8.7;P13;CAH-XI,contested,Anonymous tribal profile for Roxolani before their later westward movement.
AOR,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-40|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=70,P8.7;P13;CAH-XI,contested,Anonymous tribal profile for Aorsi societies; no unitary AD 1 ruler is inferred.
SIR,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-40|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=70,P8.7;P13;CAH-XI;PLE,contested,Anonymous tribal profile for Siraces societies; no unitary AD 1 ruler is inferred.
ALA,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-40|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=70,P8.7;P13;CAH-XI,contested,Anonymous tribal profile for Alan societies; no unitary AD 1 ruler is inferred.
KNG,monarchy,cognatic_primogeniture,random,,,,,,,antq_regional_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=5|traditionalist_vs_innovative=-20|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=35,P8.8;P13;CHG,contested,Anonymous regional-kingship profile for Kangju; no campaign-boundary ruler is inferred.
WSN,monarchy,cognatic_primogeniture,random,,,,,,,antq_regional_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=0|traditionalist_vs_innovative=-25|aristocracy_vs_plutocracy=-30|capital_economy_vs_traditional_economy=40,P8.8;P13;CHG,contested,Anonymous regional-kingship profile for Wusun; no campaign-boundary ruler is inferred.
DAY,monarchy,cognatic_primogeniture,random,,,,,,,antq_regional_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=10|traditionalist_vs_innovative=-15|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=40,P8.8;P13;CHG,contested,Anonymous regional-kingship profile for Dayuan; no campaign-boundary ruler is inferred.
SOG,monarchy,cognatic_primogeniture,random,,,,,,,antq_regional_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=10|traditionalist_vs_innovative=-10|aristocracy_vs_plutocracy=-15|capital_economy_vs_traditional_economy=45,P8.8;P13;CHG,contested,Anonymous regional-kingship profile for Sogdian cities; no unitary regional court is inferred.
KHW,monarchy,cognatic_primogeniture,random,,,,,,,antq_regional_kingship,antq_regional_royal_court,antq_regional_kingship_law=antq_royal_court_governance,centralization_vs_decentralization=10|traditionalist_vs_innovative=-15|aristocracy_vs_plutocracy=-25|capital_economy_vs_traditional_economy=40,P8.8;P13;CHG,contested,Anonymous regional-kingship profile for Khwarazm; no campaign-boundary ruler is inferred.
GER,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-40|traditionalist_vs_innovative=-45|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=65,P8.7;P13;TAC-ANN-II;TAC-GER;OCD-GER,contested,Anonymous Angrivarian people-polity adapter; the AD 16 boundary narrative does not identify an AD 1 ruler or one permanent constitution.
WBB,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-55|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=75,P8.7;P13;PAN-WBB,contested,Anonymous decentralized gameplay adapter for a material-culture frame; no West Balt Barrow state ruler or common constitution is inferred.
BPC,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-50|traditionalist_vs_innovative=-45|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=75,P8.7;P13;VU-BRUSH,contested,Anonymous decentralized gameplay adapter for a hillfort-settlement archaeological frame; no culture-state ruler or common constitution is inferred.
WSC,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-50|traditionalist_vs_innovative=-45|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=70,P8.7;P13;LIT-WLSC,contested,Anonymous decentralized gameplay adapter for a burial-culture frame; no West Lithuanian culture-state or common constitution is inferred.
ETG,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-55|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=75,P8.7;P13;UT-TARAND,contested,Anonymous decentralized gameplay adapter for an early burial horizon; no tarand culture-state ruler or common constitution is inferred.
SUE,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-35|traditionalist_vs_innovative=-40|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=60,P8.7;P13;STR-GER;TAC-GER;OCD-GER,contested,Anonymous Suebian coalition adapter; the classical umbrella does not identify one AD 1 ruler or uniform constitution.
GTL,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-45|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=70,P8.7;P13;PTO-GEO-II11;OCD-GER,contested,Anonymous southern-Scandinavian people-polity adapter; the later Gutae label supplies no AD 1 ruler or exact constitution.
SKN,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-45|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=70,P8.7;P13;PTO-GEO-II11;OCD-GER,contested,Anonymous southern-Scandinavian people-polity adapter; the later Chaedini label supplies no AD 1 ruler or exact constitution.
SNR,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-50|traditionalist_vs_innovative=-45|aristocracy_vs_plutocracy=-45|capital_economy_vs_traditional_economy=70,P8.7;P13;PTO-GEO-II11;OCD-GER,contested,Anonymous southern-Norwegian people-polity adapter; the later Dauciones label supplies no AD 1 ruler or exact constitution.
NNR,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-55|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=75,P8.7;P13;PLN-NH-IV96;OCD-GER,contested,Anonymous northern-Scandinavian people-polity adapter; Pliny's vague Hilleviones report supplies no AD 1 ruler boundary or common constitution.
PRZ,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-35|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=55,UW-PRZEWORSK;P13,contested,Anonymous Greater-Poland Przeworsk material-frame adapter; archaeology does not establish one ruler or constitution.
LPR,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-35|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=55,PAN-LPR;P13,contested,Anonymous Lesser-Poland Przeworsk material-frame adapter; archaeology does not establish one ruler or constitution.
ILM,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-60|traditionalist_vs_innovative=-55|aristocracy_vs_plutocracy=-55|capital_economy_vs_traditional_economy=75,RA-DYAKOVO-UPPER;GERMANIA-NEVA;P13,contested,Anonymous Msta-Ilmen late-Dyakovo material-frame adapter; no unitary polity or ruler is inferred.
PLH,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-60|traditionalist_vs_innovative=-55|aristocracy_vs_plutocracy=-55|capital_economy_vs_traditional_economy=75,GERMANIA-NEVA;P13,contested,Anonymous Pskov-Luga striated-pottery material-frame adapter; no unitary polity or ruler is inferred.
BLF,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-60|traditionalist_vs_innovative=-55|aristocracy_vs_plutocracy=-55|capital_economy_vs_traditional_economy=75,RA-DYAKOVO-UPPER;P13,contested,Anonymous Beloe-Mologa late-Dyakovo material-frame adapter; no unitary polity or ruler is inferred.
MOK,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-50|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=65,RAS-DYAKOVO;RA-DYAKOVO-UPPER;P13,contested,Anonymous Moskva-Oka late-Dyakovo material-frame adapter; no unitary polity or ruler is inferred.
UVF,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-50|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=65,BSE-GORODETS;P13,contested,Anonymous Nizhny-Novgorod Gorodets material-frame adapter; no unitary polity or ruler is inferred.
UVD,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-55|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=70,RA-DYAKOVO-UPPER;P13,contested,Anonymous Upper-Volga late-Dyakovo material-frame adapter; no unitary polity or ruler is inferred.
KLY,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-55|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=70,RA-DYAKOVO-UPPER;P13,contested,Anonymous Klyazma late-Dyakovo material-frame adapter; no unitary polity or ruler is inferred.
WHT,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-70|traditionalist_vs_innovative=-60|aristocracy_vs_plutocracy=-60|capital_economy_vs_traditional_economy=85,ENC-NEEU;P13,contested,Anonymous Onega-Kargopol material-frame adapter for mobile northern collectives; no state or ruler is inferred.
MZN,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-75|traditionalist_vs_innovative=-60|aristocracy_vs_plutocracy=-60|capital_economy_vs_traditional_economy=85,ENC-NEEU;P13,contested,Anonymous late-Belomorye material-frame adapter for mobile White-Sea collectives; no state or ruler is inferred.
VYG,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-70|traditionalist_vs_innovative=-60|aristocracy_vs_plutocracy=-60|capital_economy_vs_traditional_economy=85,ENC-NEEU;P13,contested,Anonymous Pidzh material-frame adapter for mobile Sukhona-Vychegda collectives; no state or ruler is inferred.
MRV,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-50|traditionalist_vs_innovative=-45|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=65,BSE-GORODETS;P13,contested,Anonymous Sura-Volga Gorodets material-frame adapter; no unitary polity or ruler is inferred.
TGD,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-55|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-50|capital_economy_vs_traditional_economy=70,BSE-GORODETS;P13,contested,Anonymous Tsna-Upper-Don Gorodets material-frame adapter; no unitary polity or ruler is inferred.
SMD,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-60|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-55|capital_economy_vs_traditional_economy=75,AWE-DNIEPER-DVINA;P13,contested,Anonymous Smolensk Dnieper-Dvina material-frame adapter; no unitary polity or ruler is inferred.
RZM,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-55|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-55|capital_economy_vs_traditional_economy=70,BSE-GORODETS;P13,contested,Anonymous Oka-Moksha Gorodets material-frame adapter; no unitary polity or ruler is inferred.
BLR,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-60|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-55|capital_economy_vs_traditional_economy=75,AWE-DNIEPER-DVINA;P13,contested,Anonymous Upper Dnieper-Dvina material-frame adapter; no unitary polity or ruler is inferred.
NEM,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-60|traditionalist_vs_innovative=-50|aristocracy_vs_plutocracy=-55|capital_economy_vs_traditional_economy=75,LIT-NEMAN-STRIATED;P13,contested,Anonymous Upper-Neman striated-pottery material-frame adapter; no unitary polity or ruler is inferred.
PDL,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-35|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=55,AAC-LIPITA;P13,contested,Anonymous Podolian Lipița material-frame adapter; archaeology does not establish one ruler or constitution.
RLG,tribe,tribal_oldest_male,random,,,,,,,antq_tribal_kingdom,antq_tribal_elder_council,antq_tribal_governance_law=antq_elder_council,centralization_vs_decentralization=-45|traditionalist_vs_innovative=-35|aristocracy_vs_plutocracy=-40|capital_economy_vs_traditional_economy=55,AAC-LIPITA;P13,contested,Anonymous Red-Ruthenian Lipița material-frame adapter; archaeology does not establish one ruler or constitution.
