tag,name,region,evidence_class,emblem,color1,color2,color3,emblem_color1,emblem_color2,emblem_color3,position_x,position_y,scale_x,scale_y,source,confidence,note
MTT,Maitum-Sarangani Mortuary,Southeast Asia,documented_material_motif,ce_asian_animist_sun.dds,black,red,white,color2,color2,color1,0.5,0.50,0.76,0.76,CCP-MAITUM;NMP-PH-JARS;P20,contested,Period-inspired Maitum-Sarangani Mortuary Communities UI standard; not a reconstructed flag
ZBG,Zamboanga Peninsula,Southeast Asia,documented_material_motif,ce_spear_head_random_small.dds,blue,yellow,red,color2,color2,color1,0.5,0.50,0.76,0.76,NMP-PH-METAL;NMP-PH-JARS;BELLINA-SHK;P20,contested,Period-inspired Zamboanga Peninsula Communities UI standard; not a reconstructed flag
SLU,Sulu Island,Southeast Asia,documented_material_motif,ce_conch_shell.dds,red,white,blue,color2,color2,color1,0.5,0.50,0.76,0.76,NMP-PH-METAL;NMP-PH-JARS;BELLINA-SHK;P20,contested,Period-inspired Sulu Island Communities UI standard; not a reconstructed flag
NBR,Niah-Brunei Cave-River,Southeast Asia,documented_material_motif,ce_boat_shield.dds,blue,white,green,color2,color2,color1,0.5,0.50,0.76,0.76,ANU-NIAH-METAL;P20,contested,Period-inspired cave-river and boat standard for UI differentiation only
RSW,Rajang-Sarawak Coastal Networks,Southeast Asia,documented_material_motif,ce_fish_okeane.dds,green,white,blue,color2,color2,color1,0.5,0.50,0.76,0.76,ANU-NIAH-METAL;P20,contested,Period-inspired Rajang-Sarawak river standard for UI differentiation only
KSB,Kinabatangan-Sabah Littoral Networks,Southeast Asia,documented_material_motif,ce_asian_animist_sun.dds,red,white,blue,color2,color2,color1,0.5,0.50,0.76,0.76,MYH-BUKIT-TENGKORAK;P20,contested,Period-inspired Sabah pottery and maritime standard for UI differentiation only
NEB,Northeast Borneo River-Sea Networks,Southeast Asia,documented_material_motif,ce_boat_shield.dds,green,white,red,color2,color2,color1,0.5,0.50,0.74,0.76,QSR-LIANG-JON;P20,contested,Period-inspired northeast river-sea standard for UI differentiation only
SGK,Sangkulirang Karst,Southeast Asia,documented_material_motif,ce_spiral.dds,black,white,green,color2,color2,color1,0.5,0.50,0.76,0.76,QSR-LIANG-JON;QINT-LIANG-ABU;P20,contested,Period-inspired karst geometry for UI differentiation only
MHK,Mahakam River Networks,Southeast Asia,documented_material_motif,ce_cartwheel.dds,blue,white,black,color2,color2,color1,0.5,0.50,0.76,0.76,QSR-LIANG-JON;QINT-LIANG-ABU;P20,contested,Period-inspired Mahakam river-current geometry for UI differentiation only
KPM,Kapuas-Melawi River Networks,Southeast Asia,documented_material_motif,ce_deer_kneeling.dds,green,white,black,color2,color2,color1,0.5,0.50,0.76,0.78,ANTH-KAL-IRON;P20,contested,Period-inspired forest-river fauna standard for UI differentiation only
WBC,Western Borneo Coastal Networks,Southeast Asia,documented_material_motif,ce_fish_okeane.dds,blue,white,red,color2,color2,color1,0.5,0.50,0.78,0.78,ANU-NIAH-METAL;P20,contested,Period-inspired western coastal-river standard for UI differentiation only
CSB,Central-Southern Borneo River Networks,Southeast Asia,documented_material_motif,ce_spiral.dds,green,yellow,black,color2,color2,color1,0.5,0.50,0.76,0.76,ANTH-KAL-IRON;P20,contested,Period-inspired watershed geometry for UI differentiation only
BPR,Banjar-Paser River-Coast Networks,Southeast Asia,documented_material_motif,ce_spear_head_random_small.dds,red,white,black,color2,color2,color1,0.5,0.50,0.74,0.78,ANTH-KAL-IRON;P20,contested,Period-inspired iron-facing foothill standard for UI differentiation only
TON,Tonga-Samoa-Fiji,Oceania,regional_material_reconstruction,ce_tonga_ngatu_pattern.dds,blue,white,yellow,color2,color3,color1,0.46,0.46,0.68,0.70,P8.9;CAH-XI;P8.9;P20;P20,contested,"Period-inspired Oceania material-motif composition for Tonga-Samoa-Fiji; an explicitly marked regional UI reconstruction, not a historical flag."
TEO,Teotihuacan,Mesoamerica,documented_material_motif,ce_asian_animist_sun.dds,red,yellow,black,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-CUICUILCO-TEO;INAH-TEO-START;P8.10;P20,contested,Period-inspired Mesoamerican geometric UI standard only; not a reconstructed flag or fixed ancient banner
CUI,Cuicuilco,Mesoamerica,documented_material_motif,ce_spiral.dds,green,red,white,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-CUICUILCO-TEO;P8.10;P20,contested,Period-inspired Mesoamerican geometric UI standard only; not a reconstructed flag or fixed ancient banner
MAY,Early Maya Polities,Mesoamerica,regional_material_reconstruction,ce_glyph_maya_ajaw_kin.dds,green,yellow,red,color2,color3,color1,0.46,0.46,0.68,0.70,P8.10;CAH-XI;P8.10;P20;P20,contested,"Period-inspired Mesoamerica material-motif composition for Early Maya Polities; an explicitly marked regional UI reconstruction, not a historical flag."
ZAP,Monte Alban,Mesoamerica,regional_material_reconstruction,ce_spiral.dds,green,yellow,red,color2,color3,color1,0.50,0.46,0.68,0.70,P8.10;CAH-XI;P8.10;P20;P20,contested,"Period-inspired Mesoamerica material-motif composition for Monte Alban; an explicitly marked regional UI reconstruction, not a historical flag."
EPI,Epi-Olmec,Mesoamerica,regional_material_reconstruction,ce_glyph_maya_jaguar_god.dds,green,yellow,red,color2,color3,color1,0.54,0.46,0.68,0.70,P8.10;CAH-XI;P8.10;P20;P20,contested,"Period-inspired Mesoamerica material-motif composition for Epi-Olmec; an explicitly marked regional UI reconstruction, not a historical flag."
NYS,Nayarit Shaft-Tomb,Mesoamerica,documented_material_motif,ce_spiral.dds,blue,yellow,red,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-WEST-SHAFT;P20,contested,Period-inspired archaeological UI standard only; not a reconstructed flag or ancient banner
TJC,Central Jalisco Teuchitlan Networks,Mesoamerica,documented_material_motif,ce_cartwheel.dds,red,white,green,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-TEUCHITLAN;P20,contested,Period-inspired archaeological UI standard only; not a reconstructed flag or ancient banner
SJB,Southern Jalisco Basin,Mesoamerica,documented_material_motif,ce_deer_kneeling.dds,green,yellow,black,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-WEST-SHAFT;INAH-COLIMA;P20,contested,Period-inspired archaeological UI standard only; not a reconstructed flag or ancient banner
COL,Colima-Coahuayana,Mesoamerica,documented_material_motif,ce_fish_okeane.dds,red,yellow,blue,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-COLIMA;P20,contested,Period-inspired archaeological UI standard only; not a reconstructed flag or ancient banner
BJC,Chupicuaro-Bajio,Mesoamerica,documented_material_motif,ce_spiral.dds,black,white,red,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-CHUPICUARO;P20,contested,Period-inspired archaeological UI standard only; not a reconstructed flag or ancient banner
PHC,Patzcuaro Highland,Mesoamerica,documented_material_motif,ce_fish_okeane.dds,blue,white,green,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-WEST-MEXICO;P20,contested,Period-inspired archaeological UI standard only; not a reconstructed flag or ancient banner
MBC,Central Michoacan Basin,Mesoamerica,documented_material_motif,ce_cartwheel.dds,green,red,white,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-WEST-MEXICO;INAH-CHUPICUARO;P20,contested,Period-inspired archaeological UI standard only; not a reconstructed flag or ancient banner
TVC,Toluca Valley Formative,Mesoamerica,documented_material_motif,ce_asian_animist_sun.dds,red,white,black,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-TOLUCA;P20,contested,Period-inspired archaeological UI standard only; not a reconstructed flag or ancient banner
MZC,Mezcala-Balsas Preurban,Mesoamerica,documented_material_motif,ce_spear_head_random_small.dds,black,yellow,green,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-MEZCALA;P20,contested,Period-inspired archaeological UI standard only; not a reconstructed flag or ancient banner
JZH,Jalisco-Zacatecas,Mesoamerica,documented_material_motif,ce_deer_kneeling.dds,green,white,blue,color2,color2,color1,0.5,0.50,0.76,0.76,INAH-WEST-SHAFT;INAH-WEST-MEXICO;P20,contested,Period-inspired archaeological UI standard only; not a reconstructed flag or ancient banner
SDR,Ancestral Sonoran Desert,North America,documented_material_motif,ce_asian_animist_sun.dds,yellow,red,blue,color2,color2,color1,0.5,0.50,0.76,0.76,NPS-SONORAN;P20,contested,Period-inspired archaeological UI standard only; not a reconstructed flag or ancient banner
HOP,Hopewell Sphere,North America,regional_material_reconstruction,ce_hopewell_ornament.dds,blue,white,yellow,color2,color3,color1,0.46,0.46,0.68,0.70,P8.10;CAH-XI;P8.10;P20;P20,contested,"Period-inspired North America material-motif composition for Hopewell Sphere; an explicitly marked regional UI reconstruction, not a historical flag."
BSK,Basketmaker II,North America,regional_material_reconstruction,ce_hopewell_bear_claw.dds,blue,white,yellow,color2,color3,color1,0.50,0.46,0.68,0.70,P8.10;CAH-XI;P8.10;P20;P20,contested,"Period-inspired North America material-motif composition for Basketmaker II; an explicitly marked regional UI reconstruction, not a historical flag."
DOR,Dorset,North America,regional_material_reconstruction,ce_turner_mound_snake.dds,blue,white,yellow,color2,color3,color1,0.54,0.46,0.68,0.70,P8.10;CAH-XI;P8.10;P20;P20,contested,"Period-inspired North America material-motif composition for Dorset; an explicitly marked regional UI reconstruction, not a historical flag."
PPA,Adirondack-St Lawrence,North America,documented_material_motif,ce_hopewell_ornament.dds,blue,white,green,color2,color2,color1,0.47,0.45,0.74,0.80,NYSM-POINT;OAS-POINT;NPS-HOPEWELL;P20,contested,Period-inspired Adirondack-St Lawrence Point Peninsula Communities UI standard; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
MHP,Mohawk Point Peninsula,North America,documented_material_motif,ce_spiral.dds,green,white,blue,color2,color2,color1,0.5,0.50,0.76,0.76,NYSM-POINT;OAS-POINT;NPS-HOPEWELL;P20,contested,Period-inspired Mohawk Valley Point Peninsula Communities UI standard; not a reconstructed flag
FLP,Finger Lakes Peninsula,North America,documented_material_motif,ce_fish_naiant.dds,blue,yellow,white,color2,color2,color1,0.5,0.50,0.76,0.76,NYSM-POINT;OAS-POINT;NPS-HOPEWELL;P20,contested,Period-inspired Finger Lakes Point Peninsula Communities UI standard; not a reconstructed flag
HVI,Havana-Illinois Valley,North America,documented_material_motif,ce_spiral_star_06.dds,red,yellow,black,color2,color2,color1,0.5,0.50,0.76,0.76,ISAS-HAVANA;ISM-DICKSON;NPS-HOPEWELL;P20,contested,Period-inspired Havana-Illinois Valley Communities UI standard; not a reconstructed flag
ABW,American Bottom Woodland,North America,documented_material_motif,ce_hopewell_ornament.dds,black,yellow,red,color2,color2,color1,0.47,0.45,0.74,0.80,ISAS-AMBOTTOM;NPS-HOPEWELL;P20,contested,Period-inspired American Bottom Middle Woodland Communities UI standard; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
CMW,Mississippi Woodland,North America,documented_material_motif,ce_spiral.dds,orange,white,blue,color2,color2,color1,0.5,0.50,0.76,0.76,NPS-OZARK-HOPEWELL;MOSHPO-CMO;P20,contested,Period-inspired Central Mississippi Woodland Communities UI standard; not a reconstructed flag
MRW,Meramec-Missouri Woodland,North America,documented_material_motif,ce_fish_okeane.dds,green,yellow,blue,color2,color2,color1,0.5,0.50,0.76,0.76,NPS-OZARK-HOPEWELL;MOSHPO-CMO;P20,contested,Period-inspired Meramec-Missouri Woodland Communities UI standard; not a reconstructed flag
KCP,Lower Missouri Hopewell,North America,documented_material_motif,ce_annulet.dds,blue,white,yellow,color2,color2,color1,0.5,0.50,0.76,0.76,MOSHPO-KC;NPS-OZARK-HOPEWELL;P20,contested,Period-inspired Lower Missouri Hopewell Communities UI standard; not a reconstructed flag
GER,Angrivarii,Germania,documented_material_motif,ce_spear_head_random_small.dds,green,white,black,color2,color2,color1,0.5,0.50,0.78,0.82,TAC-ANN-II;TAC-GER;P20,contested,Period-inspired spearhead standard for Angrivarian UI differentiation only; not a reconstructed tribal flag
ARI,Aria,Central Asia,documented_material_motif,ce_spear_head_byzantine.dds,purple,yellow,red,color2,color2,color1,0.5,0.50,0.72,0.82,IRAN-ARIA;P20,contested,Period-inspired spearhead standard for Arian UI differentiation only; not a reconstructed flag or a claim about an Arsacid provincial banner
YNC,Yancai,Central Asia,documented_material_motif,ce_horse_courant.dds,black,yellow,blue,color2,color2,color1,0.5,0.51,0.84,0.74,HAN-WR;UNESCO-CA-NOMADS;P20,contested,Period-inspired mobile-horse standard for Yancai UI differentiation only; not a reconstructed flag or proof of a fixed Aorsi emblem
SRY,Saryarka Late Iron-Age Horizon,Central Asia,documented_material_motif,ce_spiral_star_06.dds,blue,white,black,color2,color2,color1,0.5,0.50,0.77,0.77,UNESCO-CA-NOMADS;P20,contested,Period-inspired late-Iron-Age geometric standard for Saryarka UI differentiation only; not a reconstructed flag or ethnic symbol
GMU,Gumo,Tarim,documented_material_motif,ce_bow_arrow.dds,red,yellow,blue,color2,color2,color1,0.5,0.50,0.78,0.78,HAN-WR;HHS-WR;P20,contested,Period-inspired bow motif for Gumo UI differentiation only; not a reconstructed flag or court standard
QIM,Qiemo,Tarim,documented_material_motif,ce_ibex_goat_passant.dds,green,white,black,color2,color2,color1,0.5,0.52,0.80,0.70,HAN-WR;HHS-WR;P20,contested,Period-inspired mountain-fauna motif for Qiemo UI differentiation only; not a reconstructed flag
YQI,Yanqi,Tarim,documented_material_motif,ce_circle.dds,blue,yellow,red,color2,color2,color1,0.5,0.50,0.70,0.70,HAN-WR;HHS-WR;P20,contested,Period-inspired basin-sun geometric standard for Yanqi UI differentiation only; not a reconstructed flag or religious symbol
SHC,Shache,Tarim,documented_material_motif,ce_horse_head.dds,purple,white,red,color2,color2,color1,0.5,0.49,0.76,0.78,HAN-WR;HHS-WR;P20,contested,Period-inspired horse-head motif for Shache UI differentiation only; not a reconstructed flag or dynastic badge
PUL,Puli,Tarim,documented_material_motif,ce_stag.dds,black,white,green,color2,color2,color1,0.5,0.50,0.78,0.78,HAN-WR;HHS-WR;P20,contested,Period-inspired highland-fauna motif for Puli UI differentiation only; not a reconstructed flag
FJS,Further Jushi,Tarim,documented_material_motif,ce_bow_arrows_03.dds,blue,white,yellow,color2,color2,color1,0.5,0.50,0.78,0.78,HHS-WR;P20,contested,Period-inspired bow-and-arrows motif for Further Jushi UI differentiation only; not a reconstructed flag
IWL,Yiwulu,Tarim,documented_material_motif,ce_crescent_moon.dds,red,white,black,color2,color2,color1,0.5,0.50,0.74,0.74,HHS-WR;P20,contested,Period-inspired night-route motif for Yiwulu UI differentiation only; not a reconstructed flag or later religious symbol
DNH,Danhuan,Tarim,documented_material_motif,ce_spiral.dds,yellow,black,red,color2,color2,color1,0.5,0.50,0.76,0.76,HHS-WR;P20,contested,Period-inspired geometric standard for the Danhuan micro-polity UI only; not a reconstructed flag
HMR,Han River Mahan,Korea,documented_material_motif,ce_spiral.dds,blue,white,red,color2,color2,color1,0.5,0.50,0.76,0.76,NAJU-MAHAN;NMK-SAMHAN;AKS-LELANG;P8.3;P20,contested,Period-inspired Han River Mahan Communities UI standard; not a reconstructed flag
GMR,Geum River Mahan,Korea,documented_material_motif,ce_cartwheel.dds,green,yellow,black,color2,color2,color1,0.5,0.50,0.76,0.76,NAJU-MAHAN;NMK-SAMHAN;AKS-LELANG;P8.3;P20,contested,Period-inspired Geum River Mahan Communities UI standard; not a reconstructed flag
MAM,Middle Amur Pol'tse Horizon,Steppe,documented_material_motif,ce_horse_heads_addorsed.dds,blue,white,black,color2,color2,color1,0.47,0.45,0.74,0.80,NMJH-YIL;P20,contested,Period-inspired river-current geometry for UI differentiation only; not a reconstructed Pol'tse flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
LAM,Lower Amur Estuary Networks,Steppe,documented_material_motif,ce_fish_okeane.dds,green,white,blue,color2,color2,color1,0.5,0.50,0.78,0.78,RAD-RFE-IRON;P20,contested,Period-inspired salmon-river standard for UI differentiation only
SKH,Sakhalin Paleometal,Steppe,documented_material_motif,ce_fish_okeane.dds,blue,white,red,color2,color2,color1,0.5,0.50,0.76,0.76,RAD-SAKHALIN;P20,contested,Period-inspired maritime standard for UI differentiation only; not a later island emblem
YIL,Ussuri-Sanjiang Yilou Horizon,Steppe,documented_material_motif,ce_horse_heads_addorsed.dds,red,white,black,color2,color2,color1,0.47,0.45,0.74,0.80,NMJH-YIL;P20,contested,Period-inspired Paleometal standard for UI differentiation only Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
MDN,Mudan Basin,Steppe,documented_material_motif,ce_horse_heads_addorsed.dds,green,yellow,black,color2,color2,color1,0.47,0.45,0.74,0.80,CAM-PROTOTUNGUSIC;P20,contested,Period-inspired basin geometry for UI differentiation only Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
WJO,Northern Okjeo Corridor,Steppe,documented_material_motif,ce_deer_kneeling.dds,blue,white,green,color2,color2,color1,0.5,0.50,0.76,0.78,NMJH-YIL;P20,contested,Period-inspired corridor-fauna standard for UI differentiation only; not a Northern Okjeo flag
ZHZ,Zhang Zhung,Central Asia,documented_material_motif,ce_ibex_ram_horn_shield.dds,blue,white,black,color2,color2,color1,0.5,0.51,0.80,0.78,OXF-SINO-TIB;CAM-TIB-ARCH;P20,contested,Period-inspired highland-fauna standard for Zhang Zhung UI differentiation only; not a reconstructed flag royal badge or later religious symbol
SMP,Sumpa,Central Asia,documented_material_motif,ce_horse_heads_addorsed.dds,red,white,blue,color2,color2,color1,0.5,0.50,0.78,0.74,OXF-SINO-TIB;CAM-TIB-ARCH;P20,contested,Period-inspired paired-horse standard for Sumpa UI differentiation only; not a reconstructed confederational banner
CTP,Changtang Pastoral Networks,Central Asia,documented_material_motif,ce_ibex_segreant.dds,black,white,blue,color2,color2,color1,0.5,0.51,0.78,0.76,ANT-TIB-HERDING;CAM-TIB-ARCH;P20,contested,Period-inspired high-pasture fauna standard for Changtang UI differentiation only; not an ethnic or cult emblem
YAR,Bangga-Yarlung Horizon,Central Asia,documented_material_motif,ce_spiral_star_06.dds,green,white,red,color2,color2,color1,0.5,0.50,0.76,0.76,ANT-BANGGA;CAM-TIB-ARCH;P20,contested,Period-inspired painted-stone geometric standard for the Bangga-Yarlung horizon UI only; not a dynastic banner
UTV,Central Tsangpo Valley Network,Central Asia,documented_material_motif,ce_circle.dds,blue,yellow,white,color2,color2,color1,0.5,0.50,0.70,0.70,ANT-BANGGA;CAM-TIB-ARCH;P20,contested,Period-inspired river-valley solar-disc standard for central Tsangpo UI differentiation only; not a reconstructed religious emblem
TSG,Western Tsang Valley Network,Central Asia,documented_material_motif,ce_stag_head_antlers_embowed.dds,purple,white,black,color2,color2,color1,0.5,0.49,0.78,0.80,CAM-TIB-ARCH;P20,contested,Period-inspired highland-fauna standard for western Tsang UI differentiation only; not a reconstructed flag
QMC,Qamdo River-Corridor Network,Central Asia,documented_material_motif,ce_spear_head_random_small.dds,red,yellow,black,color2,color2,color1,0.5,0.50,0.74,0.80,CAM-EAST-TIB;RAD-YUSHU;P20,contested,Period-inspired bronze-weapon standard for Qamdo corridor UI differentiation only; not proof of one martial polity
DRC,Drichu Highland Network,Central Asia,documented_material_motif,ce_bull_head_ringed.dds,blue,white,green,color2,color2,color1,0.5,0.51,0.78,0.76,CAM-EAST-TIB;RAD-YUSHU;P20,contested,Period-inspired herd-animal standard for Drichu highland UI differentiation only; not a reconstructed ethnic badge
EPC,Eastern Plateau Corridor Network,Central Asia,documented_material_motif,ce_cartwheel.dds,green,yellow,red,color2,color2,color1,0.5,0.50,0.74,0.74,CAM-EAST-TIB;OXF-EAST-RIM;P20,contested,Period-inspired exchange-route geometric standard for the eastern plateau corridors UI only; not a reconstructed flag
BED,Chaulotaeans,Arabia,documented_material_motif,ce_bow_arrow.dds,black,yellow,red,color2,color2,color1,0.5,0.50,0.82,0.82,STR-ARAB;P20,contested,Period-inspired north-Arabian bow motif for UI differentiation only; not a reconstruction of a Chaulotaean flag
SIB,Tes-Tashtyk Transition,Steppe,documented_material_motif,ce_spiral.dds,red,white,black,color2,color2,color1,0.5,0.50,0.78,0.78,FU-TASHTYK;P20,contested,Period-inspired ceramic geometric standard for Tes-Tashtyk transition UI differentiation only; not a reconstructed flag
GNG,Magadha,India,documented_material_motif,ce_elephant_asian.dds,red,yellow,purple,color2,color2,color1,0.5,0.52,0.82,0.76,ASI-MITRA;CAH-XI;P20,contested,Period-inspired elephant motif for Magadha UI differentiation only; not a reconstructed post-Kanva flag or seal
AUD,Audumbara,India,documented_material_motif,ce_elephant_asian.dds,green,yellow,red,color2,color2,color1,0.5,0.52,0.78,0.72,BM-TRIBAL-COINS;P20,contested,Period-inspired elephant motif for Audumbara coin-polity UI differentiation only; not a reconstructed flag or coin type
NMS,Northern Satrapy of Mathura,India,documented_material_motif,ce_elephant_asian.dds,red,yellow,black,color2,color2,color1,0.47,0.45,0.74,0.80,BM-MATHURA;BM-INDO-SCYTHIAN;P20,contested,Period-inspired mounted-power motif for the Mathura Northern Satrapy UI only; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
PCM,Panchala Mitra Kingdom,India,documented_material_motif,ce_cartwheel.dds,yellow,red,black,color2,color2,color1,0.5,0.50,0.78,0.78,ASI-MITRA;IGNCA-PANCHALA;P20,contested,Period-inspired wheel-like geometric motif for Panchala UI differentiation only; not a reconstructed flag or dynastic seal
KSM,Kaushambi Mitra Kingdom,India,documented_material_motif,ce_elephant_asian.dds,blue,yellow,red,color2,color2,color1,0.5,0.52,0.78,0.72,ASI-MITRA;P20,contested,Period-inspired elephant motif for Kaushambi UI differentiation only; not a reconstructed flag or coin type
AYM,Ayodhya Mitra Kingdom,India,documented_material_motif,ce_bull_head.dds,red,yellow,green,color2,color2,color1,0.5,0.50,0.78,0.78,ASI-MITRA;P20,contested,Period-inspired bovine motif for Ayodhya-Saketa UI differentiation only; not a reconstructed flag or coin type
KSH,Kashi Janapada,India,documented_material_motif,ce_circle.dds,purple,yellow,red,color2,color2,color1,0.5,0.50,0.72,0.72,ASI-MITRA;P20,contested,Period-inspired plain geometric standard for Kashi UI differentiation only; not a reconstructed flag or religious emblem
MLL,Malla Assemblies,India,documented_material_motif,ce_spiral.dds,green,white,yellow,color2,color2,color1,0.5,0.50,0.78,0.78,ASI-MITRA;P20,contested,Period-inspired assembly geometric standard for Malla UI differentiation only; not a reconstructed flag
VDJ,Videha Janapada,India,documented_material_motif,ce_spiral_star_06.dds,blue,white,green,color2,color2,color1,0.5,0.50,0.78,0.78,ASI-MITRA;P20,contested,Period-inspired assembly geometric standard for Videha-Mithila UI differentiation only; not a reconstructed flag
AGA,Anga Janapada,India,documented_material_motif,ce_fish_naiant.dds,green,yellow,blue,color2,color2,color1,0.5,0.50,0.82,0.68,ASI-MITRA;P20,contested,Period-inspired river motif for Anga-Champa UI differentiation only; not a reconstructed flag or dynastic badge
PDR,Pundravardhana,India,documented_material_motif,ce_bull_head.dds,blue,yellow,red,color2,color2,color1,0.5,0.50,0.78,0.78,UNESCO-MAHASTHAN;CAM-BANGLADESH;P20,contested,Period-inspired urban-court motif for Pundranagara UI differentiation only; not a reconstructed flag or seal
RAR,Rarh,India,documented_material_motif,ce_spiral.dds,green,yellow,black,color2,color2,color1,0.5,0.50,0.78,0.78,CAM-BANGLADESH;P20,contested,Period-inspired riverine-pottery geometric standard for Rarh UI differentiation only; not a reconstructed flag
VNG,Vanga,India,documented_material_motif,ce_fish_naiant.dds,blue,white,green,color2,color2,color1,0.5,0.50,0.82,0.68,CAM-BANGLADESH;P20,contested,Period-inspired delta-fish motif for Vanga UI differentiation only; not a reconstructed flag
SMT,Samatata,India,documented_material_motif,ce_fishes_in_pale_shield.dds,green,white,blue,color2,color2,color1,0.5,0.50,0.76,0.76,CAM-BANGLADESH;P20,contested,Period-inspired riverine-fish motif for Samatata UI differentiation only; not a reconstructed flag
HRK,Harikela,India,documented_material_motif,ce_spiral_star_06.dds,purple,yellow,green,color2,color2,color1,0.5,0.50,0.78,0.78,CAM-BANGLADESH;P20,contested,Period-inspired delta-and-upland geometric standard for Harikela UI differentiation only; not a reconstructed flag
CNP,Chota Nagpur Megalithic Networks,India,documented_material_motif,ce_spear_head_random_small.dds,black,yellow,red,color2,color2,color1,0.5,0.50,0.76,0.82,OUP-NEINDIA;P20,contested,Period-inspired iron-point motif for Chota Nagpur megalithic-network UI differentiation only; not a reconstructed flag
AMB,Ambari Horizon,India,documented_material_motif,ce_spiral.dds,blue,yellow,green,color2,color2,color1,0.5,0.50,0.78,0.78,ASI-AMBARI;OUP-NEINDIA;P20,contested,Period-inspired material-horizon geometric standard for Ambari UI differentiation only; not a reconstructed flag
DDV,Doyang-Dhansiri Valley,India,documented_material_motif,ce_deer_kneeling.dds,green,yellow,black,color2,color2,color1,0.5,0.50,0.80,0.80,OUP-NEINDIA;P20,contested,Period-inspired upland-fauna motif for Doyang-Dhansiri UI differentiation only; not a reconstructed flag
KJH,Khasi-Jaintia Highlands,India,documented_material_motif,ce_spiral_star_06.dds,black,white,green,color2,color2,color1,0.5,0.50,0.78,0.78,OUP-NEINDIA;P20,contested,Period-inspired highland geometric standard for Khasi-Jaintia UI differentiation only; not a reconstructed flag
UBR,Upper Brahmaputra Foothills,India,documented_material_motif,ce_elephant_asian.dds,blue,yellow,black,color2,color2,color1,0.47,0.45,0.74,0.80,OUP-NEINDIA;P20,contested,Period-inspired Brahmaputra river-fauna motif for upper-valley UI differentiation only; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
SDY,Sadiya Foothills,India,documented_material_motif,ce_elephant_asian.dds,blue,white,red,color2,color2,color1,0.47,0.45,0.74,0.80,OUP-NEINDIA;P20,contested,Period-inspired foothill-fauna motif for Sadiya UI differentiation only; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
MYL,Monyul Highlands,India,documented_material_motif,ce_crescent_moon_02.dds,blue,white,yellow,color2,color2,color1,0.5,0.50,0.76,0.76,UCL-BHUTAN;OUP-NEINDIA;P20,contested,Period-inspired highland night-sky motif for Monyul UI differentiation only; not a reconstructed flag or later religious symbol
SKM,Sikkim Foothills,India,documented_material_motif,ce_elephant_asian.dds,green,white,blue,color2,color2,color1,0.47,0.45,0.74,0.80,UCL-BHUTAN;OUP-NEINDIA;P20,contested,Period-inspired foothill night-sky motif for Sikkim UI differentiation only; not a reconstructed flag or later religious symbol Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
IMV,Imphal Valley Networks,India,documented_material_motif,ce_elephant_asian.dds,red,white,black,color2,color2,color1,0.47,0.45,0.74,0.80,OUP-NEINDIA;P20,contested,Period-inspired valley-pottery geometric standard for Imphal UI differentiation only; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
ANR,Anarta-Sarasvati Settlement Networks,India,documented_material_motif,ce_circle.dds,blue,yellow,white,color2,color2,color1,0.5,0.50,0.76,0.76,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4;P20,contested,Period-inspired geometric/material standard for Anarta-Sarasvati Settlement Networks UI differentiation only; not a reconstructed flag
LBR,Lata-Barygaza Trade Corridor,India,documented_material_motif,ce_bull_head.dds,blue,white,red,color2,color2,color1,0.50,0.45,0.78,0.84,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4;P20,contested,Period-inspired geometric/material standard for Lata-Barygaza Trade Corridor UI differentiation only; not a reconstructed flag Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
RKU,Rewa-Kantha Upland,India,documented_material_motif,ce_deer_kneeling.dds,green,white,red,color2,color2,color1,0.5,0.50,0.76,0.76,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4;P20,contested,Period-inspired geometric/material standard for Rewa-Kantha Upland Communities UI differentiation only; not a reconstructed flag
